Area,Item,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cabo Verde,"Chillies and peppers, dry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6672.9,6843.6,6510.1,5435.4,4285.1,7121.9,7131.5,7424.5,7916.1,7602.3,2334.8,2856.9,2237.8,2052.5,1534.2,1810.5,1977.2,1673.0,1668.6,0.0,0.0,0.0
Cabo Verde,Cucumbers and gherkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419.2,1306.3,1152.6,1083.7,1282.6,1501.9,1512.3,1790.3,1548.9,1663.1,1966.0,1952.7,1801.6,1975.0,1848.0,1922.9,1899.8,1568.0,1562.8,1632.8,1709.6,1601.1
Cabo Verde,"Eggs, hen, in shell",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2957.9,2883.8,2262.6,2356.6,2487.0,3053.5,3292.5,3338.7,3283.9,3477.0,5912.7,5134.4,4674.4,4726.2,4308.9,4911.3,4919.7,4121.6,4110.8,4803.2,4794.3,4800.6
Cabo Verde,"Fruit, fresh nes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.9,972.2,827.7,885.3,1124.5,1479.8,1467.0,1489.6,1682.0,1708.4,2028.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabo Verde,Garlic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4259.7,4698.0,3082.7,2962.0,2629.8,2175.0,2141.6,2418.8,3171.4,3280.8,4368.2,3300.0,2541.6,2718.7,3732.4,4214.6,4215.1,3563.8,3553.3,3578.7,3747.1,3698.0
Cabo Verde,Lettuce and chicory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2592.1,2286.6,1865.1,2267.2,2263.5,2968.2,2839.3,3330.8,3443.8,3498.3,3852.4,3176.6,3547.3,3816.1,3284.1,3443.2,3449.4,2884.5,2875.8,2923.7,3061.3,3013.2
Cabo Verde,Maize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.4,286.6,247.9,240.8,253.2,303.7,334.1,334.6,337.5,368.3,825.5,890.2,851.6,893.8,805.2,850.7,853.7,705.1,704.9,722.3,756.3,711.8
Cabo Verde,"Meat live weight, cattle",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4137.6,4052.3,3814.4,3724.8,3917.5,4697.9,5162.5,5104.6,5169.2,5461.7,5967.1,5651.3,5427.4,5696.6,5235.5,5461.6,5514.7,4604.8,0.0,0.0,0.0,0.0
Cabo Verde,"Meat live weight, chicken",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2323.1,2107.6,1774.4,1669.2,1743.3,2120.4,2273.5,2212.8,2219.2,2644.9,3501.9,3449.0,3371.8,3512.1,3144.4,3285.1,3360.6,2848.4,0.0,0.0,0.0,0.0
Cabo Verde,"Meat live weight, goat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.6,4220.0,4073.5,4050.2,4414.5,5308.7,5986.1,5833.3,5884.4,6638.7,6924.4,6162.8,6137.0,6867.5,6219.7,6825.5,6885.0,5795.6,5780.4,6883.3,6265.0,5862.2
Cabo Verde,"Meat live weight, pig",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.2,2095.3,1839.4,1864.0,2008.3,2374.2,2591.0,2620.6,2563.8,2670.3,3171.6,2849.9,2744.4,2839.3,2650.8,2777.3,2829.4,2395.4,2389.1,2731.5,3031.2,2521.4
Cabo Verde,"Meat, cattle",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.0,7945.7,7479.3,7303.5,7681.3,9211.6,10122.5,10009.0,10135.7,10709.2,11700.3,11081.2,10642.0,11170.0,10265.7,10704.8,10808.7,9025.4,9001.7,9062.3,9145.9,9122.0
Cabo Verde,"Meat, chicken",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3574.0,3242.5,2729.8,2568.0,2682.1,3262.2,3497.6,3404.3,3414.2,4069.0,5387.3,5305.9,5187.2,5403.0,4837.3,5059.1,5175.3,4386.6,4375.0,4469.3,5045.8,5063.4
Cabo Verde,"Meat, goat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6112.6,6119.0,5906.6,5872.8,6401.1,7697.6,8679.8,8458.3,8532.4,9626.2,10138.1,9614.6,9166.4,9621.1,8892.6,9465.6,9568.0,8018.4,7997.3,7416.4,8418.0,8014.9
Cabo Verde,"Meat, pig",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4576.4,4358.2,3826.0,3877.2,4177.3,4938.4,5389.3,5450.9,5332.7,5554.2,6045.3,6029.2,5717.5,6001.1,5546.7,5756.0,5686.6,4773.8,4761.2,4740.3,4762.0,4718.4
Cabo Verde,"Milk, whole fresh cow",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.5,1159.4,1002.6,973.8,1024.2,1228.2,1351.2,1353.3,1365.2,1489.4,1700.4,1574.8,1561.4,1701.9,1608.0,1673.7,1660.4,1398.0,1394.4,1421.2,1488.0,1411.2
Cabo Verde,"Milk, whole fresh goat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.5,1571.0,1610.6,1690.6,1562.5,1638.8,1649.6,1368.9,1365.3,1391.5,1457.0,1381.8
Cabo Verde,"Onions, dry",0.0,0.0,1307.4,1292.7,1399.9,1378.8,995.6,1436.6,1095.0,842.4,844.8,903.2,1079.0,939.6,870.0,1354.7,1619.6,1464.7,1520.2,1010.3,1552.2,1268.7,1296.1,1426.5,1172.4,1167.3,1100.6,1152.4,1193.6
Cabo Verde,Potatoes,0.0,0.0,487.5,556.4,1424.0,1015.2,749.3,1122.6,1122.5,886.0,803.1,864.1,866.4,1003.6,816.0,1247.3,1471.3,1131.2,1866.4,1679.5,1659.1,2243.0,2293.8,2414.0,2048.1,2043.6,1947.7,2039.3,2108.1
Cabo Verde,Pulses nes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3077.5,2890.4,2736.3,2157.2,2155.0,2890.0,2882.3,2816.3,2831.1,3640.8,2530.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabo Verde,"Pumpkins, squash and gourds",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.7,1799.5,1176.1,1118.7,1560.6,2012.2,1750.0,1947.8,2425.8,2592.6,2611.6,1958.0,2074.4,2688.1,2433.9,2599.1,2633.2,2211.3,2194.4,2207.0,2310.8,2313.3
Cabo Verde,Sweet potatoes,0.0,0.0,1337.9,1382.6,1535.4,1581.9,1070.4,1296.2,1301.6,736.8,756.0,970.8,1477.7,1275.4,1295.4,1626.7,1815.9,1373.6,2978.5,1366.8,1446.6,1948.7,2050.8,2168.5,1903.3,1889.2,1741.4,1823.3,1923.3
Cabo Verde,Tomatoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.3,1145.0,1203.6,1136.4,1250.3,1443.2,1748.9,1754.3,1952.6,1739.4,2268.9,2405.0,2000.2,2733.0,3359.7,2057.6,2069.1,1769.8,1762.3,1747.2,1829.3,1796.0
Cabo Verde,"Vegetables, fresh nes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.8,1803.5,1984.3,2022.0,2062.6,3019.4,3110.7,2819.4,3278.6,4560.5,3473.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabo Verde,Watermelons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2247.7,2085.7,2061.3,1963.9,1842.1,1973.3,1980.2,1675.4,1660.9,1675.6,1754.4,1702.5
Cambodia,Bananas,0.0,0.0,0.0,0.0,371.3,350.6,227.4,192.3,133.9,104.1,127.7,92.0,83.1,141.9,217.5,292.5,369.8,253.3,272.5,313.7,405.3,431.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Beans, dry",0.0,391.6,457.4,510.8,591.6,659.3,563.4,502.1,231.1,364.5,549.0,512.8,293.2,475.1,615.8,648.3,788.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Cassava,0.0,0.0,0.0,0.0,208.1,171.5,132.4,186.9,0.0,163.8,180.8,196.3,163.6,249.2,263.4,0.0,0.0,178.3,95.7,142.7,198.3,173.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Coconuts,0.0,0.0,0.0,0.0,212.2,186.7,342.8,195.0,0.0,255.2,306.4,0.0,0.0,0.0,317.7,243.7,369.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Coffee, green",0.0,0.0,0.0,0.0,2688.9,2755.2,3343.2,3920.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Cotton lint,2320.2,1378.8,1357.9,1481.4,1457.5,1512.5,1414.5,1144.8,818.2,1224.6,981.0,1724.7,1286.6,1400.3,1222.0,1209.1,1859.2,2979.1,2273.4,2361.5,2841.9,2820.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Cottonseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.7,124.8,108.9,107.8,165.7,265.5,202.6,210.5,253.3,251.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Eggs, hen, in shell",0.0,0.0,0.0,2014.8,1673.9,1954.3,1740.6,1027.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Eggs, other bird, in shell",0.0,0.0,0.0,1232.6,1840.1,1494.5,1663.8,1256.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Fruit, fresh nes",0.0,0.0,0.0,0.0,465.1,415.4,393.7,373.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Groundnuts, with shell",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.2,449.4,629.2,631.2,656.1,853.0,986.2,1346.3,1099.2,1479.8,1905.6,1753.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Maize,0.0,71.1,159.9,153.2,191.8,152.4,135.8,157.6,0.0,162.7,122.6,74.1,96.6,124.5,135.4,148.7,239.1,260.0,201.0,263.3,304.1,313.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Meat live weight, chicken",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1669.9,1769.9,1642.2,1942.4,2219.2,2846.5,3279.0,2676.0,2459.5,2566.2,2857.0,2986.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Meat live weight, duck",0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.1,1155.5,911.3,919.2,1152.1,1111.2,1303.5,1862.7,0.0,0.0,1911.6,1579.0,1640.1,2001.2,2052.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Meat live weight, pig",0.0,1394.9,1439.8,1323.2,1506.5,1525.4,1843.5,817.2,1024.2,835.8,676.7,902.6,904.5,1005.2,1262.8,2875.8,3106.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Meat, cattle",0.0,1579.1,1863.1,1744.4,1807.5,1775.9,2311.4,1388.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Meat, chicken",0.0,1421.1,1614.0,1402.6,1693.3,1615.8,2043.3,1265.9,0.0,0.0,2197.3,2328.8,2160.8,2555.7,2920.0,3745.4,4314.4,3521.6,3236.8,3377.1,3759.8,3929.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Meat, duck",0.0,0.0,0.0,0.0,1322.0,1326.2,1680.1,1089.6,1298.3,1023.9,1032.8,1294.5,1248.5,1464.6,2092.9,0.0,0.0,2146.7,1773.2,1841.9,2247.4,2304.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Meat, pig",0.0,2021.2,2086.3,1917.3,2182.9,2210.3,2671.2,1818.2,1484.4,1211.3,980.7,1308.1,1310.9,1456.8,1830.1,4167.8,4502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Oilseeds nes,0.0,0.0,0.0,0.0,1199.6,1036.6,835.0,766.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Oranges,0.0,0.0,0.0,0.0,1048.6,1097.5,790.8,876.0,0.0,0.0,0.0,0.0,0.0,796.8,1221.7,1364.8,1479.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Pepper (piper spp.),0.0,0.0,0.0,1980.2,2582.8,2545.7,3930.4,4123.5,0.0,0.0,0.0,1652.1,1647.2,1869.4,1326.3,2086.2,2416.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Pineapples,0.0,0.0,0.0,0.0,220.3,240.1,400.5,368.5,0.0,0.0,190.2,0.0,0.0,278.9,268.8,365.6,394.5,303.3,334.2,349.4,406.3,405.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Potatoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.8,729.8,562.4,75.5,99.6,144.2,109.7,135.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Rice, paddy",0.0,86.8,130.2,149.3,212.2,179.1,173.1,157.6,110.3,96.3,105.2,120.1,105.2,133.5,146.9,136.5,177.5,247.9,214.8,244.2,268.3,268.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Sesame seed,0.0,284.2,397.9,440.0,583.5,605.9,916.4,673.0,0.0,546.8,531.9,621.2,487.0,822.4,763.1,889.5,862.9,1477.5,1362.5,1457.1,1457.4,1363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Soybeans,0.0,347.4,342.1,373.2,367.2,381.1,356.4,288.4,206.2,308.5,247.2,434.6,324.2,352.8,307.9,304.6,468.4,750.6,572.8,595.0,716.0,710.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Sugar cane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.7,2597.8,2864.1,2282.4,3688.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Sweet potatoes,0.0,0.0,0.0,0.0,269.3,217.2,244.4,253.7,0.0,290.0,241.6,138.0,83.8,127.7,134.9,85.3,93.7,212.4,215.3,257.1,264.4,293.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,Taro (cocoyam),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.7,408.5,411.5,0.0,0.0,401.5,0.0,0.0,888.0,948.2,983.5,1044.5,729.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Tobacco, unmanufactured",0.0,0.0,0.0,1811.2,2121.7,2122.6,2379.3,1476.9,1750.9,2017.8,2070.3,2026.8,1761.7,1917.2,2069.6,1827.8,1972.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,"Vegetables, fresh nes",0.0,0.0,0.0,0.0,285.6,365.8,325.8,291.1,0.0,0.0,0.0,0.0,0.0,325.7,405.1,414.3,443.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Bananas,0.0,132.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Beans, dry",460.8,453.4,0.0,0.0,561.0,391.0,0.0,423.8,487.3,0.0,425.6,447.6,595.3,0.0,0.0,0.0,0.0,818.4,666.1,758.1,856.1,848.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Cassava,0.0,188.9,0.0,0.0,72.1,72.3,74.5,76.3,73.1,0.0,88.7,93.3,120.4,0.0,0.0,0.0,0.0,268.9,316.0,418.5,333.8,286.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Cocoa, beans",709.0,755.6,706.3,405.3,961.6,625.5,599.7,1101.8,933.9,632.0,0.0,0.0,0.0,0.0,1129.6,1122.0,1335.4,1732.5,1888.4,2340.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Coffee, green",584.9,472.2,441.4,720.5,901.5,879.7,728.2,720.4,690.3,491.6,0.0,0.0,0.0,0.0,763.1,590.9,824.2,869.1,893.0,920.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Cotton lint,1020.5,1087.6,909.6,709.5,819.6,947.8,830.7,898.9,861.3,723.6,764.8,782.2,939.0,0.0,1205.8,1279.4,1395.9,1574.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Cottonseed,50.5,53.8,45.0,35.1,40.5,46.9,41.1,44.5,42.6,35.8,37.8,38.7,46.5,53.9,60.3,64.0,69.8,78.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Cow peas, dry",0.0,0.0,0.0,288.2,340.6,283.5,257.0,339.0,519.7,0.0,309.7,325.7,364.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Eggs, hen, in shell",0.0,3022.4,2260.2,1152.7,1282.2,948.1,1096.5,1356.0,1299.3,898.9,873.1,1147.8,1376.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Groundnuts, with shell",709.0,642.3,0.0,288.2,500.9,488.7,471.2,466.1,503.5,0.0,360.1,378.8,0.0,0.0,0.0,0.0,0.0,800.2,760.6,638.6,845.4,812.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Honey, natural",0.0,2266.8,2118.9,720.5,801.4,781.9,771.0,847.5,812.1,632.0,613.9,717.4,860.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Maize,283.6,283.3,0.0,0.0,152.3,185.7,171.3,171.2,194.9,0.0,177.3,186.5,238.3,0.0,0.0,0.0,0.0,472.4,373.3,315.5,407.2,418.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Meat live weight, cattle",0.0,1360.1,1854.1,972.6,961.6,1026.3,942.3,932.3,974.5,913.0,886.7,932.6,774.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Meat live weight, chicken",0.0,3778.0,2825.2,1621.0,1803.1,1954.8,1542.0,1525.5,1299.3,1193.9,1159.6,1291.3,1720.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Meat live weight, goat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1376.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Meat live weight, pig",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1462.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Meat live weight, sheep",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Meat, chicken",0.0,5667.0,4237.8,2161.4,2604.4,2541.3,2141.6,2034.1,1786.6,1685.4,1705.2,1793.4,2150.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Milk, whole fresh cow",0.0,566.7,494.4,225.1,250.4,244.4,222.7,220.4,203.0,182.6,204.6,215.2,258.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Oil palm fruit,90.2,101.9,89.6,40.7,74.3,73.7,73.0,74.3,72.9,61.9,61.3,64.5,96.1,0.0,0.0,0.0,0.0,186.9,175.2,166.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Oil, palm",694.4,784.4,689.9,313.4,572.4,567.8,562.5,571.9,561.2,476.4,472.0,496.4,739.8,0.0,0.0,0.0,0.0,1438.8,1348.7,1280.3,1209.6,1106.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Onions, dry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,1081.3,884.7,517.1,312.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Palm kernels,150.4,216.8,183.2,103.2,172.0,221.8,190.4,146.3,163.8,134.0,132.3,139.2,189.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Pistachios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.1,1339.1,1327.5,1846.9,1718.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Plantains and others,0.0,219.1,0.0,0.0,104.2,107.5,85.7,89.8,86.1,0.0,0.0,91.3,142.8,0.0,0.0,0.0,0.0,352.8,337.5,371.8,363.1,306.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Potatoes,177.2,136.0,0.0,0.0,230.4,234.6,0.0,196.6,203.0,0.0,227.8,239.6,235.7,0.0,0.0,0.0,0.0,0.0,354.3,372.4,445.2,382.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Rice, paddy",177.2,204.0,190.7,102.7,136.2,185.7,167.9,166.1,172.2,0.0,204.9,215.5,0.0,0.0,0.0,0.0,0.0,567.6,263.5,246.9,357.4,404.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Roots and tubers nes,0.0,188.9,0.0,0.0,126.2,123.2,119.9,135.6,129.9,0.0,140.5,147.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Rubber, natural",432.5,487.4,0.0,0.0,0.0,410.5,317.0,345.8,324.8,0.0,663.0,680.1,0.0,0.0,1306.2,2107.5,2291.0,2617.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Seed cotton,336.8,358.9,300.2,234.1,270.5,312.8,274.1,296.6,284.2,238.8,252.4,258.1,309.9,0.0,397.9,422.3,460.7,519.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Sorghum,177.2,275.8,0.0,108.1,160.3,117.3,154.2,203.4,373.6,0.0,171.9,180.8,206.5,0.0,0.0,0.0,0.0,376.3,318.5,247.4,316.0,330.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Sweet potatoes,0.0,244.1,0.0,0.0,84.1,82.1,73.7,81.4,73.1,0.0,69.6,73.2,139.4,0.0,0.0,0.0,0.0,196.3,154.6,113.6,122.1,158.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Taro (cocoyam),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.7,268.1,331.4,396.4,399.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,"Tobacco, unmanufactured",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2034.1,2077.3,2106.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Tomatoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.5,564.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameroon,Yams,283.6,326.8,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,312.4,328.6,468.0,0.0,0.0,0.0,0.0,429.4,209.1,476.2,448.2,598.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,Apples,247.0,221.7,205.4,199.2,229.5,250.8,252.1,221.8,208.0,228.9,231.1,244.7,271.9,286.7,302.9,323.9,359.1,383.8,361.3,397.8,408.0,529.5,553.0,475.2,414.8,429.4,463.1,482.0,479.7
Canada,Apricots,807.4,614.7,709.2,469.4,599.7,1174.2,761.2,750.9,1449.8,734.6,692.8,755.8,870.7,898.5,969.6,981.8,1083.9,1404.8,1165.6,1363.4,1585.6,1390.6,1657.1,1317.0,1328.9,1426.6,1473.0,1481.5,1537.5
Canada,Asparagus,1840.8,1981.5,1958.8,1955.9,2084.7,2166.5,2413.7,2068.1,1628.2,2133.2,2084.8,2022.6,2177.6,2378.9,2450.9,2520.3,2783.7,2770.3,2694.8,3355.4,3440.7,3673.9,3479.0,3425.4,3133.3,3105.6,3452.0,3451.4,3387.2
Canada,Barley,64.6,62.9,55.8,53.5,83.1,97.5,80.2,76.2,70.0,71.4,82.0,96.2,93.5,94.5,75.1,88.2,153.6,207.1,164.5,141.7,195.0,224.9,237.3,169.0,174.1,166.3,148.8,163.9,169.7
Canada,"Beans, dry",255.7,285.4,272.8,331.7,319.9,345.4,339.4,396.4,339.2,338.7,390.0,330.1,342.6,422.8,450.6,468.1,486.3,740.7,659.0,636.6,843.0,946.6,817.5,793.6,726.4,656.7,621.7,608.2,602.9
Canada,"Beans, green",313.3,343.3,324.0,344.9,319.1,246.4,267.2,235.9,229.5,222.9,240.2,283.6,274.1,295.2,353.2,468.1,486.3,467.7,484.0,648.5,703.9,505.5,566.2,513.8,526.2,501.0,529.8,499.9,481.7
Canada,Blueberries,1128.6,1127.7,779.0,827.5,757.8,1182.3,1147.6,1079.9,1196.1,1184.4,800.0,917.0,1048.5,0.0,0.0,2458.7,2380.5,1611.9,947.9,1721.5,1951.8,1994.8,1667.8,1456.6,1265.0,916.1,1048.7,1293.7,1160.1
