Area,Item,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mexico,Rye,165.7,284.7,160.5,0.0,38.9,329.0,0.0,0.0,151.7,0.0,0.0,362.5,148.3,141.8,275.3,229.4,201.3,269.5,222.0,213.3,144.9,318.9,297.5,225.7,227.2,193.5,181.8,187.1,197.2
Mexico,Safflower seed,233.2,250.1,255.2,233.5,205.0,262.4,262.4,238.5,204.3,170.3,140.7,184.5,210.6,208.6,207.0,214.5,216.1,333.0,310.6,343.8,450.2,459.6,442.6,401.3,336.6,326.9,295.9,346.7,362.2
Mexico,Seed cotton,630.5,565.1,570.4,556.1,623.9,543.8,529.5,519.0,433.6,463.1,293.3,362.3,544.3,405.0,375.4,413.2,482.9,447.9,498.9,736.4,764.7,671.3,763.2,651.9,648.9,706.1,647.5,646.0,614.5
Mexico,Sesame seed,672.5,781.9,708.4,637.6,796.2,604.9,547.3,540.5,598.9,599.1,530.6,535.1,579.1,680.2,729.3,641.6,732.1,870.0,891.2,942.5,1063.7,1050.7,1155.1,1201.6,1013.9,830.1,850.2,948.7,1002.2
Mexico,Sisal,503.9,392.3,361.7,431.1,373.1,279.0,411.8,503.6,481.5,211.4,449.2,415.7,386.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,Sorghum,142.5,141.8,137.4,120.6,146.7,150.2,124.0,111.5,102.4,111.2,106.1,123.7,120.2,117.7,109.7,143.6,176.1,207.6,159.8,179.6,277.8,259.1,228.6,179.1,188.1,165.5,166.6,183.3,172.0
Mexico,Soybeans,420.1,330.2,319.4,253.9,229.6,279.9,281.5,250.2,257.8,190.7,197.7,210.4,277.9,240.9,210.7,239.2,333.3,409.1,364.7,433.3,505.7,535.5,493.8,406.6,366.0,365.5,370.6,353.1,355.8
Mexico,Spinach,276.3,295.6,285.3,310.2,217.0,181.5,253.7,252.2,282.3,298.9,369.7,310.7,303.0,232.9,285.3,274.9,269.2,293.3,218.3,386.2,346.1,386.0,497.0,308.7,349.2,255.0,259.8,256.6,269.6
Mexico,Strawberries,550.0,719.6,626.2,527.4,282.7,417.2,445.8,501.0,525.2,572.5,648.5,753.5,656.6,601.1,817.6,834.9,914.9,637.7,620.3,734.2,884.3,913.6,861.1,897.0,928.7,895.6,1014.5,1065.4,1240.6
Mexico,String beans,329.3,370.3,412.1,535.4,271.5,335.3,345.0,289.5,228.4,369.2,387.1,362.5,323.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,Sugar beet,66.9,104.4,0.0,0.0,0.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4,296.1,195.7,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,Sugar cane,23.5,26.8,27.9,31.7,19.3,23.3,26.9,24.3,25.8,27.0,31.0,31.0,29.1,29.1,33.3,34.1,34.9,35.9,28.7,49.1,49.1,50.4,40.3,34.8,30.4,29.4,35.6,40.6,40.5
Mexico,Sunflower seed,374.4,267.5,263.2,300.1,222.5,297.5,294.6,224.5,292.4,445.4,160.3,206.3,385.4,277.3,221.9,451.7,591.6,541.5,274.7,372.4,434.0,488.6,476.1,448.4,364.3,308.3,289.4,347.8,368.8
Mexico,Sweet potatoes,235.6,256.9,295.3,242.4,180.9,135.1,161.9,201.9,178.7,217.9,221.4,223.9,257.0,223.1,234.5,274.8,226.2,275.5,246.4,250.8,292.8,262.8,292.4,277.8,236.0,234.0,227.8,247.4,275.3
Mexico,"Tangerines, mandarins, clementines, satsumas",99.1,181.9,162.1,142.2,64.5,47.1,53.1,218.5,209.4,105.9,87.0,98.3,82.8,88.8,106.3,114.4,97.3,84.6,87.3,96.6,120.3,120.6,93.2,119.9,98.9,118.0,125.9,140.9,158.3
Mexico,Tea,195.1,181.3,206.7,177.8,94.2,92.1,0.0,109.5,104.6,123.4,206.6,212.4,213.5,213.8,239.0,251.6,305.0,225.7,241.0,250.2,114.3,493.6,0.0,122.7,95.4,80.1,72.3,68.7,81.4
Mexico,"Tobacco, unmanufactured",917.0,1362.6,1869.0,1918.2,1034.1,1155.7,1152.8,1387.3,1296.8,1380.6,1811.3,1905.3,1698.5,1529.6,1648.4,1688.1,1829.9,2073.6,1800.7,2071.5,2503.9,1711.0,2285.6,2414.3,2008.2,1735.8,1717.2,2041.8,2039.6
Mexico,Tomatoes,333.0,397.4,360.4,361.8,224.2,297.9,434.8,450.7,389.7,405.7,326.2,323.5,391.7,550.3,405.0,539.7,434.9,504.2,442.9,517.2,444.4,351.7,437.2,411.7,420.3,381.9,388.1,428.1,450.6
Mexico,Triticale,235.6,193.5,0.0,207.4,0.0,256.6,145.6,133.2,128.4,149.5,131.3,150.0,128.8,118.3,122.1,125.0,141.8,198.0,237.2,271.1,273.6,283.8,260.8,243.8,221.9,183.9,182.7,188.7,193.6
Mexico,Vanilla,0.0,8077.8,7974.1,7850.7,3492.5,2426.3,3384.5,3827.1,3702.5,5295.1,5224.4,11519.8,16183.0,8010.1,5110.1,2191.9,3640.6,4718.7,3430.0,3681.2,4323.8,4069.5,5743.1,6528.7,5592.2,5262.5,5476.0,5501.5,4317.9
Mexico,"Vegetables, fresh nes",329.6,385.1,417.9,269.0,173.5,185.7,274.9,226.5,285.2,248.5,189.2,254.3,249.3,285.0,265.2,285.7,291.8,331.7,311.4,456.5,238.2,409.1,420.1,344.4,255.8,0.0,0.0,0.0,0.0
Mexico,"Vegetables, leguminous nes",408.8,296.6,346.3,412.1,249.2,525.0,307.0,373.2,411.0,342.7,287.8,320.3,348.4,257.6,291.9,303.6,329.5,391.7,298.0,363.4,378.3,360.8,366.8,330.2,325.9,282.1,277.0,291.2,293.8
Mexico,Vetches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.4,64.3,86.6,56.0,60.1,44.9,50.9,54.4,61.1,59.4,62.7,56.1,51.2,59.5,66.1,61.0,52.5,41.2,44.8,43.4,39.3
Mexico,"Walnuts, with shell",934.6,1304.7,1503.4,1363.8,2110.8,1162.9,2081.9,2110.7,2141.8,2254.2,1344.0,1951.1,2220.7,3194.3,3007.8,2985.7,2591.1,3334.8,2542.6,4251.5,5028.9,3277.0,3376.9,3693.1,4432.3,3697.3,4094.5,4082.5,3810.1
Mexico,Watermelons,224.6,231.7,252.3,234.4,185.7,188.6,175.5,184.1,158.7,122.1,188.8,175.4,147.6,162.7,143.6,180.7,193.1,182.1,192.3,204.2,199.0,181.4,206.1,206.9,186.0,170.9,183.1,199.3,190.1
Mexico,Wheat,194.1,198.7,197.4,181.0,140.7,233.6,166.6,150.5,143.2,155.2,131.1,125.8,131.4,147.0,149.0,153.8,189.7,330.6,214.0,213.3,289.4,274.0,278.1,255.3,240.9,196.1,200.4,212.2,206.2
Mexico,"Wool, greasy",1984.5,1504.4,995.0,417.8,257.0,321.1,468.5,645.8,575.3,587.0,608.0,561.3,494.0,494.4,478.1,467.0,320.3,307.4,250.6,282.9,311.3,294.8,330.6,336.3,288.4,273.3,269.4,258.1,266.3
Mexico,Yautia (cocoyam),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.2,0.0,0.0,0.0,291.1,235.5,613.0,462.0,450.6,253.0,225.7,242.8,307.0,229.6
Mongolia,Barley,0.0,0.0,132.0,110.5,100.3,128.0,157.1,233.3,156.6,139.2,77.1,86.5,90.2,97.9,105.4,111.9,120.5,223.0,242.0,359.2,391.4,330.6,337.9,290.2,364.0,226.8,231.2,250.3,269.7
Mongolia,Cabbages and other brassicas,0.0,0.0,213.5,392.2,468.1,505.1,101.3,124.9,115.8,340.9,359.8,346.8,339.3,369.5,397.4,419.6,453.7,661.3,552.2,710.3,793.0,839.7,794.0,707.9,688.7,619.7,612.6,364.0,360.8
Mongolia,Carrots and turnips,0.0,0.0,203.7,412.5,501.5,594.5,206.3,226.0,177.1,365.9,385.4,365.7,321.8,350.1,377.5,398.4,429.8,814.9,565.4,601.1,762.0,795.5,742.2,719.5,670.5,675.4,500.5,405.8,360.7
Mongolia,Cucumbers and gherkins,0.0,0.0,879.8,1203.1,1337.2,1376.7,467.1,581.6,473.4,973.4,1025.8,1151.0,1049.2,1141.5,1229.6,1297.8,1402.1,1839.9,1609.4,1888.0,2213.0,2372.6,2154.7,2128.2,1929.1,1694.3,1623.4,771.3,742.8
Mongolia,"Eggs, hen, in shell",0.0,0.0,5075.4,3423.0,2719.5,2698.7,2658.3,1807.7,1663.6,1504.6,2150.0,2071.5,1308.3,1299.3,1841.9,1898.8,2392.3,2470.4,1676.2,1764.2,1993.9,1895.9,1857.8,1939.0,1593.8,1349.3,0.0,0.0,0.0
Mongolia,Garlic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.7,856.3,961.0,1038.8,1130.5,1217.2,1285.1,0.0,1441.9,1424.4,2666.7,3524.5,3225.3,3702.3,3213.5,3039.1,4181.2,3941.1,1526.8,1201.4
Mongolia,"Honey, natural",0.0,0.0,7130.9,5808.2,5189.3,3747.2,4101.3,3944.9,3050.3,3414.2,3177.6,4323.1,5582.0,5483.9,9126.8,9324.4,10936.4,12008.9,12362.7,15792.0,16468.9,16520.9,14987.9,13753.0,13824.5,10859.5,9294.8,9346.9,8112.5
Mongolia,"Meat live weight, camel",0.0,0.0,312.9,337.1,345.5,302.7,230.4,214.1,172.2,174.6,193.1,199.0,227.6,248.9,351.8,425.5,551.0,844.1,650.3,831.0,872.9,1363.0,1234.3,1090.7,885.3,675.0,648.5,762.7,716.8
Mongolia,"Meat live weight, cattle",0.0,0.0,440.7,463.4,470.3,468.6,289.9,271.2,215.3,230.3,274.2,259.4,260.8,313.8,452.2,645.9,1123.9,1540.6,1115.6,1268.3,1589.3,2080.6,2219.6,1462.6,1347.1,1018.0,880.6,955.3,1051.6
Mongolia,"Meat live weight, goat",0.0,0.0,322.9,380.6,403.5,403.0,235.4,118.9,143.9,222.0,185.8,248.6,221.5,289.4,420.7,448.4,679.7,754.8,737.9,1004.7,1406.1,915.3,1225.1,959.7,625.0,506.5,433.0,497.9,528.8
Mongolia,"Meat live weight, horse",0.0,0.0,364.2,377.7,381.2,330.0,254.4,242.6,196.7,208.0,191.3,195.4,178.8,238.8,331.9,391.6,698.2,1196.6,1029.4,836.7,1122.2,951.9,1108.5,1105.8,909.3,771.7,638.7,830.1,870.5
Mongolia,"Meat live weight, pig",0.0,0.0,705.1,925.6,1016.5,880.7,702.5,669.6,580.3,552.6,542.0,535.9,789.3,1037.7,1237.9,1484.3,1755.4,1801.3,1484.9,1363.0,1823.2,0.0,0.0,1806.5,1601.6,1816.7,1782.7,1866.5,1993.2
Mongolia,"Meat live weight, sheep",0.0,0.0,456.9,513.5,535.0,537.9,278.5,275.9,242.7,287.9,287.9,248.6,260.8,327.3,493.7,595.9,764.5,895.5,814.4,1209.2,1654.5,907.9,1114.3,1127.8,919.3,766.1,665.0,729.3,777.8
Mongolia,"Meat, camel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.7,638.2,902.0,1091.1,1412.9,2164.2,1667.4,2130.8,2238.2,3494.9,3164.9,2796.6,2270.1,0.0,0.0,0.0,0.0
Mongolia,"Meat, cattle",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.6,627.7,904.4,1291.9,2247.8,3081.1,2231.2,2536.6,3178.6,4161.3,4439.3,2925.3,2694.2,0.0,0.0,0.0,0.0
Mongolia,"Meat, goat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.5,657.7,956.0,1019.1,1544.8,1715.6,1677.1,2283.3,3195.6,2080.2,2784.3,2181.1,1420.4,0.0,0.0,0.0,0.0
Mongolia,"Meat, horse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.6,477.5,663.8,783.3,1396.5,2393.2,2058.7,1673.4,2244.3,1903.7,2217.0,2211.5,1818.7,0.0,0.0,0.0,0.0
Mongolia,"Meat, pig",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.0,1701.2,2029.4,2433.2,2877.8,2953.0,2434.3,2234.4,2988.8,0.0,0.0,0.0,2625.5,0.0,0.0,0.0,0.0
Mongolia,"Meat, sheep",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.9,779.4,1175.4,1418.8,1820.3,2132.2,1939.1,2879.1,3939.3,2161.7,2653.1,2685.3,2188.9,0.0,0.0,0.0,0.0
Mongolia,"Milk, whole fresh camel",0.0,0.0,197.9,376.5,452.5,463.2,320.3,347.3,325.9,286.1,440.9,447.6,447.4,445.5,457.2,509.5,555.4,757.4,1180.3,1620.3,1831.1,1851.5,1742.2,921.4,816.9,830.9,760.4,1071.5,1142.6
Mongolia,"Milk, whole fresh cow",0.0,0.0,234.5,236.8,236.3,302.7,192.4,184.3,200.6,148.6,272.4,239.6,239.9,238.8,244.8,167.8,256.3,604.7,773.4,1015.5,978.9,307.1,239.8,454.3,451.2,420.9,379.8,451.2,429.0
Mongolia,"Milk, whole fresh goat",0.0,0.0,213.2,234.9,243.0,300.9,268.4,255.7,253.5,204.3,243.2,246.8,246.8,245.5,252.2,209.4,264.9,557.6,711.5,1063.1,1021.1,1053.3,930.0,569.1,554.2,581.8,494.3,646.8,584.2
Mongolia,"Milk, whole fresh sheep",0.0,0.0,216.8,236.1,243.0,300.9,268.4,255.7,253.5,204.3,243.2,246.8,246.8,245.5,252.2,266.2,264.9,557.6,711.5,1063.1,1021.1,1053.3,930.0,548.2,531.6,573.8,467.5,613.5,556.3
Mongolia,Oats,0.0,0.0,0.0,0.0,77.8,111.6,46.3,69.5,111.2,68.9,59.8,67.1,69.9,75.9,82.1,86.5,93.1,214.4,229.5,398.8,302.7,380.5,358.5,313.1,256.5,235.2,215.1,154.7,152.2
Mongolia,"Onions, dry",0.0,0.0,192.1,681.2,891.6,694.7,321.5,279.5,221.7,650.2,685.1,657.5,710.8,773.6,833.0,879.0,950.1,787.4,779.0,930.1,1054.1,1056.3,1094.5,987.4,971.9,925.1,819.2,691.9,750.9
Mongolia,Potatoes,0.0,0.0,165.1,338.4,412.4,375.6,163.3,140.3,118.4,300.9,317.0,323.3,318.3,346.7,373.4,393.3,425.5,591.9,529.3,532.6,625.0,578.2,446.2,530.3,621.2,407.5,364.0,481.5,413.8
Mongolia,Wheat,0.0,0.0,153.6,136.7,128.4,217.9,129.2,120.6,90.2,94.9,98.6,110.6,115.4,125.7,135.2,142.4,153.8,300.2,323.4,365.3,374.7,284.5,248.7,264.0,281.0,197.9,222.0,194.7,186.9
Mongolia,"Wool, greasy",0.0,0.0,450.3,537.9,572.9,428.5,224.1,236.7,138.0,140.2,111.1,103.6,116.0,239.6,217.4,234.0,269.1,499.2,383.9,283.8,355.9,365.0,360.9,214.3,240.8,238.4,504.6,0.0,0.0
Morocco,"Almonds, with shell",0.0,0.0,202.2,233.4,274.1,456.3,208.4,188.0,171.7,161.7,152.9,207.6,221.8,260.3,301.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,Apples,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.6,525.5,585.3,662.2,730.7,586.6,777.7,782.4,974.2,1058.7,1049.0,966.6,928.3,1011.2,856.5,747.6,832.0,467.4,402.7,436.7
Morocco,Apricots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.5,322.0,406.5,418.8,478.1,435.4,0.0,673.8,816.7,770.7,1398.3,1022.3,1303.8,700.7,686.4,738.4,1037.0,373.7,414.9,364.0
Morocco,Artichokes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.6,474.8,597.0,847.1,681.1,566.7,519.9,473.5,453.7,398.7,278.6,321.3,270.5
Morocco,Avocados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040.9,2376.7,2400.4,2374.9,2140.9,2611.1,2471.0,2024.7,2347.3,2589.9,1398.2,1447.1,1622.1
Morocco,Bananas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.5,604.5,625.8,599.0,616.1,624.6,692.4,753.5,617.4,865.4,916.1,896.1,843.5,881.3,882.0,847.1,750.6,684.1,736.2,435.9,554.5,445.6
Morocco,Barley,168.8,237.8,216.2,130.4,230.7,165.2,176.3,188.5,194.8,213.6,193.8,148.8,156.7,181.6,220.0,183.0,288.1,385.8,198.6,203.2,278.1,338.4,273.6,281.9,209.9,283.5,226.0,201.9,207.4
Morocco,"Beans, dry",0.0,0.0,787.2,1042.1,0.0,920.2,697.0,683.0,825.1,902.5,843.1,763.1,739.5,692.4,900.2,1028.9,1098.6,1160.0,952.0,1103.7,1229.9,897.0,1428.8,1552.4,1210.5,1199.1,1323.8,1113.9,854.8
Morocco,Beeswax,0.0,0.0,3226.3,3259.9,3512.8,3442.0,3148.9,3123.6,3059.9,3293.9,3096.5,3175.9,3655.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,"Broad beans, horse beans, dry",329.6,421.6,478.6,464.0,556.2,422.2,366.3,420.6,421.2,484.7,406.1,374.8,344.7,371.0,382.4,357.0,478.5,652.9,554.8,493.0,569.8,650.2,638.9,569.8,460.9,472.1,514.9,464.0,437.4
Morocco,Cabbages and other brassicas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.3,308.4,332.6,268.5,255.9,275.8,229.6,232.0,276.5,240.6,153.6,175.6,147.8
Morocco,Carrots and turnips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,304.5,309.0,318.4,269.5,287.4,267.7,272.4,284.7,252.9,131.4,167.3,182.0
Morocco,Cauliflowers and broccoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.5,357.4,387.2,413.4,352.3,343.1,0.0,315.2,301.1,317.1,168.4,225.9,189.2
Morocco,Cherries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.3,1830.7,2828.7,706.7,2584.5,2471.0,1535.8,1496.3,2193.2,748.2,722.6,740.3
Morocco,Chick peas,436.5,462.6,520.5,782.4,1240.0,1003.9,462.9,424.8,514.1,703.0,685.7,363.0,338.4,551.4,773.8,894.8,909.4,909.6,664.0,633.2,1217.6,1153.2,1377.7,1186.0,940.2,1039.0,1296.8,1269.5,1105.1
Morocco,"Chillies and peppers, green",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.2,461.9,434.4,463.3,440.1,445.0,416.4,398.5,353.3,390.5,213.9,295.0,248.4
Morocco,Cottonseed,241.2,246.0,225.8,228.2,245.9,240.9,220.4,218.6,214.2,197.6,185.8,190.6,219.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,Cucumbers and gherkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.9,321.3,358.7,333.8,363.4,288.6,352.2,324.8,314.4,342.6,159.6,213.1,196.3
Morocco,Eggplants (aubergines),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.6,292.9,321.5,323.1,318.9,336.1,308.1,301.0,312.4,308.9,159.6,207.4,174.6
Morocco,"Eggs, hen, in shell",1642.4,1710.0,1591.6,1369.2,1615.9,1560.4,1322.5,1187.0,1142.3,1129.3,990.9,995.2,1139.5,1025.1,1128.0,1138.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,Figs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.6,940.6,748.4,835.2,907.3,0.0,0.0,767.3,985.2,1231.7,551.1,609.5,549.5
Morocco,"Fruit, tropical fresh nes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848.1,2068.3,2097.5,1913.9,2213.9,2156.8,1784.5,1902.1,1723.6,0.0,0.0,0.0,0.0
Morocco,Grapes,0.0,0.0,361.3,308.6,343.1,372.9,308.6,304.0,225.4,271.0,275.1,330.3,397.9,448.8,433.2,401.3,419.9,567.7,480.3,510.9,578.5,770.7,668.6,447.3,445.5,427.2,483.9,447.5,378.4
Morocco,"Groundnuts, with shell",0.0,0.0,532.3,781.3,901.6,655.1,649.7,756.9,628.3,567.5,612.2,598.0,674.7,867.2,791.9,758.3,919.2,1135.4,817.9,744.9,1145.9,1150.9,1005.3,1261.0,1014.9,1043.1,863.6,1022.8,1013.8
Morocco,"Honey, natural",0.0,0.0,3118.7,3151.2,3512.8,3442.0,3148.9,3331.8,3263.8,3293.9,3096.5,3175.9,3655.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,Lemons and limes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.3,0.0,0.0,0.0,448.0,554.8,461.7,437.2,365.9,571.4,531.8,474.6,646.2,615.9,361.1,340.8,283.9
Morocco,Lentils,513.4,596.2,767.8,873.7,836.0,585.1,431.4,508.1,616.0,783.0,499.9,372.0,394.8,486.0,712.9,485.5,719.0,1139.3,904.8,774.6,930.8,915.6,867.3,857.7,803.9,1012.5,849.6,951.8,731.8
Morocco,Maize,242.3,295.2,269.9,245.6,292.7,250.1,185.8,205.1,192.8,223.0,198.2,187.8,200.5,222.1,225.6,211.5,301.5,398.7,271.8,256.6,299.1,321.0,314.1,303.3,242.7,258.0,300.2,296.5,316.0
Morocco,"Meat live weight, cattle",2236.2,2404.6,2303.5,2965.4,3081.9,3225.1,2781.5,2904.9,2677.4,2324.6,2229.5,2422.7,2872.2,3118.0,2983.6,3348.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,"Meat live weight, chicken",1094.6,1132.6,1064.7,1173.6,1100.7,1147.3,1049.6,895.4,1254.5,1096.4,1079.4,1116.1,1284.7,1263.0,1087.4,1239.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,"Meat live weight, sheep",2240.8,2355.4,2375.6,2634.0,3015.2,2937.2,2687.1,2665.4,2641.7,2334.0,2132.2,2427.3,2851.4,3027.7,2887.8,2920.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,"Meat, cattle",4249.6,4567.9,4377.0,5639.6,5854.7,6539.8,5353.2,5601.6,5487.3,4442.1,4273.2,4890.8,5995.2,6765.9,6063.2,6868.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,"Meat, chicken",1642.4,1698.3,1597.0,1760.4,1651.0,1721.0,1532.5,1343.1,1880.9,1643.8,1618.2,1673.3,1926.1,1893.5,1630.3,1858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,"Meat, sheep",4479.4,4708.4,4748.0,5268.0,5643.9,6069.4,5395.1,5336.1,5227.2,4300.9,4304.2,4918.1,5901.2,6371.2,5798.1,6207.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,"Melons, other (inc.cantaloupes)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.7,612.9,542.4,485.9,625.5,822.9,433.0,596.0,546.9,518.0,175.7,234.7,263.6
Morocco,"Milk, whole fresh cow",296.3,332.6,305.4,319.5,351.3,344.2,314.9,312.4,314.1,289.9,281.3,288.6,332.1,358.6,358.7,361.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,Oats,206.7,257.7,258.1,195.6,259.9,220.3,290.7,277.0,244.8,274.8,236.2,191.5,201.6,203.0,250.4,258.1,355.2,476.1,352.5,332.7,375.8,434.6,402.1,347.4,261.2,330.4,330.2,318.1,310.5
Morocco,Olives,0.0,0.0,296.8,333.6,482.4,330.4,305.4,244.7,291.7,306.8,276.9,325.8,288.3,363.1,480.5,562.8,576.2,652.9,481.6,390.9,448.7,434.6,552.0,543.6,500.8,600.6,547.9,571.9,467.7
Morocco,"Onions, dry",0.0,0.0,163.5,180.4,179.2,218.0,139.6,139.5,119.3,144.0,99.1,118.0,183.8,139.8,150.0,146.7,178.2,188.4,434.4,442.0,382.0,252.7,333.1,341.4,245.8,463.9,350.8,145.9,0.0
Morocco,"Onions, shallots, green",0.0,0.0,166.7,180.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.7,205.2,254.4,245.9,222.5,188.9,196.3,212.9,164.9,244.7,172.3,169.9,243.8
Morocco,Oranges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,183.6,147.8,188.4,201.4,193.2,307.8,191.8,266.0,390.6,409.0,389.7,493.0,407.9,325.7,544.9,305.7,327.7,394.6,228.1,255.3,139.3
Morocco,Peaches and nectarines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.6,513.1,550.8,570.3,633.7,507.6,1185.8,880.1,1049.0,1266.0,1387.6,1542.7,1274.9,1314.6,977.8,954.5,1124.6,433.3,465.2,402.7
Morocco,Pears,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.7,617.5,686.0,812.6,866.0,736.6,1068.7,1094.9,1216.7,1382.6,1571.8,1783.7,1722.2,2022.5,1605.9,1316.0,1581.4,721.0,746.2,590.6
Morocco,"Peas, dry",441.0,479.0,637.7,528.1,934.4,550.7,486.0,593.5,556.9,478.1,486.6,372.0,348.8,490.5,490.7,538.9,561.5,792.2,590.8,403.9,627.9,574.8,730.5,985.0,778.3,752.5,552.6,584.3,535.9
Morocco,"Peas, green",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.7,901.9,837.8,921.9,866.5,884.3,811.4,863.6,608.3,936.0,440.7,384.8,412.6
Morocco,Pineapples,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147.6,1784.5,1902.1,1723.6,1706.9,1637.4,1511.8,0.0
