index,Area,Item,Year,Price,continent
66,Angola,"Coffee, green",2010,511.4,Africa
67,Angola,"Coffee, green",2011,702.6,Africa
92,Argentina,Tea,1991,49.8,Americas
93,Argentina,Tea,1992,50.5,Americas
94,Argentina,Tea,1993,63.1,Americas
95,Argentina,Tea,1994,56.1,Americas
96,Argentina,Tea,1995,42.0,Americas
97,Argentina,Tea,1996,53.0,Americas
98,Argentina,Tea,1997,51.0,Americas
99,Argentina,Tea,1998,70.0,Americas
100,Argentina,Tea,1999,47.0,Americas
101,Argentina,Tea,2000,46.0,Americas
102,Argentina,Tea,2001,40.0,Americas
103,Argentina,Tea,2006,69.8,Americas
104,Argentina,Tea,2007,68.6,Americas
105,Argentina,Tea,2008,66.9,Americas
106,Argentina,Tea,2009,56.4,Americas
107,Argentina,Tea,2010,92.3,Americas
108,Argentina,Tea,2011,107.5,Americas
109,Argentina,Tea,2012,127.6,Americas
110,Argentina,Tea,2013,137.4,Americas
111,Argentina,Tea,2014,103.7,Americas
112,Argentina,Tea,2015,99.5,Americas
113,Argentina,Tea,2016,78.3,Americas
114,Argentina,Tea,2017,90.6,Americas
115,Argentina,Tea,2018,58.7,Americas
254,Azerbaijan,Tea,1994,288.6,Asia
255,Azerbaijan,Tea,1995,285.0,Asia
256,Azerbaijan,Tea,1996,228.5,Asia
257,Azerbaijan,Tea,1997,234.6,Asia
258,Azerbaijan,Tea,1998,187.4,Asia
259,Azerbaijan,Tea,1999,103.2,Asia
260,Azerbaijan,Tea,2000,116.2,Asia
261,Azerbaijan,Tea,2001,156.8,Asia
262,Azerbaijan,Tea,2002,195.4,Asia
263,Azerbaijan,Tea,2003,221.0,Asia
264,Azerbaijan,Tea,2004,235.1,Asia
265,Azerbaijan,Tea,2005,284.5,Asia
266,Azerbaijan,Tea,2006,310.1,Asia
267,Azerbaijan,Tea,2007,382.2,Asia
268,Azerbaijan,Tea,2008,539.2,Asia
269,Azerbaijan,Tea,2009,622.0,Asia
270,Azerbaijan,Tea,2010,872.1,Asia
271,Azerbaijan,Tea,2011,1013.0,Asia
272,Azerbaijan,Tea,2012,1018.3,Asia
273,Azerbaijan,Tea,2013,1092.4,Asia
274,Azerbaijan,Tea,2014,1132.2,Asia
275,Azerbaijan,Tea,2015,921.3,Asia
276,Azerbaijan,Tea,2016,592.2,Asia
277,Azerbaijan,Tea,2017,551.9,Asia
278,Azerbaijan,Tea,2018,541.2,Asia
279,Azerbaijan,Tea,2019,600.0,Asia
342,Belize,"Cocoa, beans",2002,2204.5,Americas
343,Belize,"Coffee, green",2002,1488.0,Americas
344,Belize,"Cocoa, beans",2003,2204.5,Americas
345,Belize,"Coffee, green",2003,1488.0,Americas
453,Bolivia (Plurinational State of),"Cocoa, beans",1991,823.6,Americas
454,Bolivia (Plurinational State of),"Coffee, green",1991,600.5,Americas
456,Bolivia (Plurinational State of),Tea,1991,203.9,Americas
457,Bolivia (Plurinational State of),"Cocoa, beans",1992,756.3,Americas
458,Bolivia (Plurinational State of),"Coffee, green",1992,449.7,Americas
460,Bolivia (Plurinational State of),Tea,1992,216.9,Americas
461,Bolivia (Plurinational State of),"Cocoa, beans",1993,770.9,Americas
462,Bolivia (Plurinational State of),"Coffee, green",1993,494.0,Americas
464,Bolivia (Plurinational State of),Tea,1993,205.9,Americas
465,Bolivia (Plurinational State of),"Cocoa, beans",1994,968.1,Americas
466,Bolivia (Plurinational State of),"Coffee, green",1994,953.8,Americas
468,Bolivia (Plurinational State of),Tea,1994,205.0,Americas
469,Bolivia (Plurinational State of),"Cocoa, beans",1995,1023.3,Americas
470,Bolivia (Plurinational State of),"Coffee, green",1995,975.1,Americas
472,Bolivia (Plurinational State of),Tea,1995,214.2,Americas
473,Bolivia (Plurinational State of),"Cocoa, beans",1996,1036.3,Americas
474,Bolivia (Plurinational State of),"Coffee, green",1996,990.6,Americas
476,Bolivia (Plurinational State of),Tea,1996,211.4,Americas
477,Bolivia (Plurinational State of),"Cocoa, beans",1997,1053.4,Americas
478,Bolivia (Plurinational State of),"Coffee, green",1997,1001.7,Americas
480,Bolivia (Plurinational State of),Tea,1997,212.8,Americas
481,Bolivia (Plurinational State of),"Cocoa, beans",1998,1027.6,Americas
482,Bolivia (Plurinational State of),"Coffee, green",1998,987.3,Americas
484,Bolivia (Plurinational State of),Tea,1998,207.4,Americas
485,Bolivia (Plurinational State of),"Cocoa, beans",1999,1024.7,Americas
486,Bolivia (Plurinational State of),"Coffee, green",1999,970.0,Americas
488,Bolivia (Plurinational State of),Tea,1999,202.2,Americas
489,Bolivia (Plurinational State of),"Cocoa, beans",2000,994.3,Americas
490,Bolivia (Plurinational State of),"Coffee, green",2000,916.6,Americas
492,Bolivia (Plurinational State of),Tea,2000,193.6,Americas
493,Bolivia (Plurinational State of),"Cocoa, beans",2001,945.6,Americas
494,Bolivia (Plurinational State of),"Coffee, green",2001,869.8,Americas
496,Bolivia (Plurinational State of),Tea,2001,183.1,Americas
497,Bolivia (Plurinational State of),"Cocoa, beans",2002,873.4,Americas
498,Bolivia (Plurinational State of),"Coffee, green",2002,805.2,Americas
500,Bolivia (Plurinational State of),Tea,2002,170.5,Americas
501,Bolivia (Plurinational State of),"Cocoa, beans",2003,827.5,Americas
502,Bolivia (Plurinational State of),"Coffee, green",2003,750.6,Americas
504,Bolivia (Plurinational State of),Tea,2003,161.2,Americas
505,Bolivia (Plurinational State of),"Cocoa, beans",2004,818.2,Americas
506,Bolivia (Plurinational State of),"Coffee, green",2004,769.5,Americas
508,Bolivia (Plurinational State of),Tea,2004,158.0,Americas
509,Bolivia (Plurinational State of),"Cocoa, beans",2005,820.5,Americas
510,Bolivia (Plurinational State of),"Coffee, green",2005,784.3,Americas
512,Bolivia (Plurinational State of),Tea,2005,157.6,Americas
513,Bolivia (Plurinational State of),"Cocoa, beans",2006,862.0,Americas
514,Bolivia (Plurinational State of),"Coffee, green",2006,958.5,Americas
516,Bolivia (Plurinational State of),Tea,2006,167.4,Americas
517,Bolivia (Plurinational State of),"Cocoa, beans",2007,929.2,Americas
518,Bolivia (Plurinational State of),"Coffee, green",2007,943.2,Americas
520,Bolivia (Plurinational State of),Tea,2007,180.3,Americas
521,Bolivia (Plurinational State of),"Cocoa, beans",2008,1421.9,Americas
522,Bolivia (Plurinational State of),"Coffee, green",2008,1354.6,Americas
524,Bolivia (Plurinational State of),Tea,2008,219.7,Americas
525,Bolivia (Plurinational State of),"Cocoa, beans",2009,1597.4,Americas
526,Bolivia (Plurinational State of),"Coffee, green",2009,1173.0,Americas
528,Bolivia (Plurinational State of),Tea,2009,238.1,Americas
529,Bolivia (Plurinational State of),"Cocoa, beans",2010,3010.6,Americas
530,Bolivia (Plurinational State of),"Coffee, green",2010,1299.8,Americas
532,Bolivia (Plurinational State of),Tea,2010,262.0,Americas
533,Bolivia (Plurinational State of),"Cocoa, beans",2011,3094.4,Americas
534,Bolivia (Plurinational State of),"Coffee, green",2011,1350.6,Americas
536,Bolivia (Plurinational State of),Tea,2011,251.8,Americas
537,Bolivia (Plurinational State of),"Cocoa, beans",2012,3164.7,Americas
538,Bolivia (Plurinational State of),"Coffee, green",2012,1373.8,Americas
540,Bolivia (Plurinational State of),Tea,2012,261.4,Americas
541,Bolivia (Plurinational State of),"Cocoa, beans",2013,3277.6,Americas
542,Bolivia (Plurinational State of),"Coffee, green",2013,1400.7,Americas
544,Bolivia (Plurinational State of),Tea,2013,267.2,Americas
545,Bolivia (Plurinational State of),"Cocoa, beans",2014,1294.1,Americas
546,Bolivia (Plurinational State of),"Coffee, green",2014,1231.5,Americas
548,Bolivia (Plurinational State of),"Cocoa, beans",2015,2148.5,Americas
549,Bolivia (Plurinational State of),"Coffee, green",2015,1243.6,Americas
551,Bolivia (Plurinational State of),"Cocoa, beans",2016,2075.3,Americas
552,Bolivia (Plurinational State of),"Coffee, green",2016,1325.5,Americas
554,Bolivia (Plurinational State of),"Cocoa, beans",2017,2014.2,Americas
555,Bolivia (Plurinational State of),"Coffee, green",2017,1255.7,Americas
557,Bolivia (Plurinational State of),"Cocoa, beans",2018,1956.4,Americas
558,Bolivia (Plurinational State of),"Coffee, green",2018,1333.7,Americas
633,Brazil,"Cocoa, beans",1991,619.7,Americas
634,Brazil,"Coffee, green",1991,282.1,Americas
635,Brazil,Tea,1991,75.2,Americas
636,Brazil,"Cocoa, beans",1992,610.1,Americas
637,Brazil,"Coffee, green",1992,294.8,Americas
638,Brazil,Tea,1992,31.0,Americas
639,Brazil,"Cocoa, beans",1993,717.0,Americas
640,Brazil,"Coffee, green",1993,416.7,Americas
641,Brazil,Tea,1993,79.5,Americas
642,Brazil,"Cocoa, beans",1994,953.8,Americas
643,Brazil,"Coffee, green",1994,1260.7,Americas
644,Brazil,Tea,1994,91.8,Americas
645,Brazil,"Cocoa, beans",1995,1094.0,Americas
646,Brazil,"Coffee, green",1995,1121.3,Americas
647,Brazil,Tea,1995,775.9,Americas
648,Brazil,"Cocoa, beans",1996,1065.6,Americas
649,Brazil,"Coffee, green",1996,932.2,Americas
650,Brazil,Tea,1996,777.0,Americas
651,Brazil,"Cocoa, beans",1997,1334.0,Americas
652,Brazil,"Coffee, green",1997,1250.5,Americas
653,Brazil,Tea,1997,725.4,Americas
654,Brazil,"Cocoa, beans",1998,1377.0,Americas
655,Brazil,"Coffee, green",1998,1084.0,Americas
656,Brazil,Tea,1998,124.9,Americas
657,Brazil,"Cocoa, beans",1999,983.5,Americas
658,Brazil,"Coffee, green",1999,725.0,Americas
659,Brazil,Tea,1999,71.1,Americas
660,Brazil,"Cocoa, beans",2000,757.6,Americas
661,Brazil,"Coffee, green",2000,676.7,Americas
662,Brazil,Tea,2000,87.5,Americas
663,Brazil,"Cocoa, beans",2001,980.2,Americas
664,Brazil,"Coffee, green",2001,382.6,Americas
665,Brazil,Tea,2001,75.3,Americas
666,Brazil,"Coffee, green",2002,309.9,Americas
667,Brazil,"Coffee, green",2003,430.5,Americas
668,Brazil,"Coffee, green",2004,509.7,Americas
669,Brazil,"Coffee, green",2005,760.3,Americas
670,Brazil,"Coffee, green",2006,806.0,Americas
671,Brazil,"Cocoa, beans",2007,1924.6,Americas
672,Brazil,"Coffee, green",2007,1181.7,Americas
673,Brazil,"Cocoa, beans",2008,385.2,Americas
674,Brazil,"Coffee, green",2008,1562.8,Americas
675,Brazil,"Cocoa, beans",2009,427.8,Americas
676,Brazil,"Coffee, green",2009,1903.5,Americas
677,Brazil,"Cocoa, beans",2010,480.2,Americas
678,Brazil,"Coffee, green",2010,2472.3,Americas
679,Brazil,"Cocoa, beans",2011,2980.3,Americas
680,Brazil,"Coffee, green",2011,4019.7,Americas
681,Brazil,"Cocoa, beans",2012,2429.5,Americas
682,Brazil,"Coffee, green",2012,3031.9,Americas
683,Brazil,"Cocoa, beans",2013,2207.0,Americas
684,Brazil,"Coffee, green",2013,2326.7,Americas
685,Brazil,"Cocoa, beans",2014,1626.1,Americas
686,Brazil,"Coffee, green",2014,2776.2,Americas
687,Brazil,"Cocoa, beans",2015,1430.2,Americas
688,Brazil,"Coffee, green",2015,2122.8,Americas
689,Brazil,"Coffee, green",2016,2234.1,Americas
780,Burundi,"Coffee, green",1991,2410.3,Africa
781,Burundi,Tea,1991,143.2,Africa
782,Burundi,"Coffee, green",1992,2100.3,Africa
783,Burundi,Tea,1992,124.8,Africa
784,Burundi,"Coffee, green",1993,1853.5,Africa
785,Burundi,Tea,1993,107.1,Africa
786,Burundi,"Coffee, green",1994,1781.0,Africa
787,Burundi,Tea,1994,102.9,Africa
788,Burundi,"Coffee, green",1995,2402.3,Africa
789,Burundi,Tea,1995,132.1,Africa
790,Burundi,"Coffee, green",1996,2394.7,Africa
791,Burundi,Tea,1996,115.6,Africa
792,Burundi,"Coffee, green",1997,2405.2,Africa
793,Burundi,Tea,1997,99.3,Africa
794,Burundi,"Coffee, green",1998,2288.9,Africa
795,Burundi,Tea,1998,78.2,Africa
796,Burundi,"Coffee, green",1999,1590.8,Africa
797,Burundi,Tea,1999,115.3,Africa
798,Burundi,"Coffee, green",2000,1394.2,Africa
799,Burundi,Tea,2000,104.1,Africa
800,Burundi,"Coffee, green",2001,1038.5,Africa
801,Burundi,Tea,2001,90.3,Africa
802,Burundi,"Coffee, green",2002,3361.8,Africa
803,Burundi,Tea,2002,80.6,Africa
804,Burundi,"Coffee, green",2003,871.5,Africa
805,Burundi,Tea,2003,92.4,Africa
806,Burundi,"Coffee, green",2004,1171.8,Africa
807,Burundi,Tea,2004,90.8,Africa
808,Burundi,"Coffee, green",2005,1708.4,Africa
809,Burundi,Tea,2005,101.7,Africa
810,Burundi,"Coffee, green",2006,1922.4,Africa
811,Burundi,Tea,2006,106.9,Africa
812,Burundi,"Coffee, green",2007,184.9,Africa
813,Burundi,Tea,2007,101.7,Africa
814,Burundi,"Coffee, green",2008,210.8,Africa
815,Burundi,Tea,2008,92.8,Africa
816,Burundi,"Coffee, green",2009,243.9,Africa
817,Burundi,Tea,2009,105.7,Africa
818,Burundi,"Coffee, green",2010,243.8,Africa
819,Burundi,Tea,2010,113.8,Africa
820,Burundi,"Coffee, green",2011,388.6,Africa
821,Burundi,Tea,2011,174.5,Africa
822,Burundi,"Coffee, green",2012,436.7,Africa
823,Burundi,Tea,2012,173.3,Africa
824,Burundi,"Coffee, green",2013,299.0,Africa
825,Burundi,Tea,2013,160.8,Africa
826,Burundi,"Coffee, green",2014,258.6,Africa
827,Burundi,Tea,2014,161.6,Africa
828,Burundi,"Coffee, green",2015,318.1,Africa
829,Burundi,Tea,2015,197.2,Africa
830,Burundi,"Coffee, green",2017,240.0,Africa
831,Burundi,Tea,2017,173.5,Africa
832,Burundi,"Coffee, green",2018,280.4,Africa
833,Burundi,Tea,2018,157.0,Africa
834,Burundi,"Coffee, green",2019,270.9,Africa
835,Burundi,Tea,2019,135.5,Africa
884,Cambodia,"Coffee, green",1995,2688.9,Asia
885,Cambodia,"Coffee, green",1996,2755.2,Asia
886,Cambodia,"Coffee, green",1997,3343.2,Asia
887,Cambodia,"Coffee, green",1998,3920.5,Asia
920,Cameroon,"Cocoa, beans",1991,709.0,Africa
921,Cameroon,"Coffee, green",1991,584.9,Africa
922,Cameroon,"Cocoa, beans",1992,755.6,Africa
923,Cameroon,"Coffee, green",1992,472.2,Africa
924,Cameroon,"Cocoa, beans",1993,706.3,Africa
925,Cameroon,"Coffee, green",1993,441.4,Africa
926,Cameroon,"Cocoa, beans",1994,405.3,Africa
927,Cameroon,"Coffee, green",1994,720.5,Africa
928,Cameroon,"Cocoa, beans",1995,961.6,Africa
929,Cameroon,"Coffee, green",1995,901.5,Africa
930,Cameroon,"Cocoa, beans",1996,625.5,Africa
931,Cameroon,"Coffee, green",1996,879.7,Africa
932,Cameroon,"Cocoa, beans",1997,599.7,Africa
933,Cameroon,"Coffee, green",1997,728.2,Africa
934,Cameroon,"Cocoa, beans",1998,1101.8,Africa
935,Cameroon,"Coffee, green",1998,720.4,Africa
936,Cameroon,"Cocoa, beans",1999,933.9,Africa
937,Cameroon,"Coffee, green",1999,690.3,Africa
938,Cameroon,"Cocoa, beans",2000,632.0,Africa
939,Cameroon,"Coffee, green",2000,491.6,Africa
940,Cameroon,"Cocoa, beans",2005,1129.6,Africa
941,Cameroon,"Coffee, green",2005,763.1,Africa
942,Cameroon,"Cocoa, beans",2006,1122.0,Africa
943,Cameroon,"Coffee, green",2006,590.9,Africa
944,Cameroon,"Cocoa, beans",2007,1335.4,Africa
945,Cameroon,"Coffee, green",2007,824.2,Africa
946,Cameroon,"Cocoa, beans",2008,1732.5,Africa
947,Cameroon,"Coffee, green",2008,869.1,Africa
948,Cameroon,"Cocoa, beans",2009,1888.4,Africa
949,Cameroon,"Coffee, green",2009,893.0,Africa
950,Cameroon,"Cocoa, beans",2010,2340.4,Africa
951,Cameroon,"Coffee, green",2010,920.4,Africa
1119,"China, mainland",Tea,1991,1253.0,Asia
1120,"China, mainland",Tea,1992,1361.8,Asia
1121,"China, mainland",Tea,1993,1449.3,Asia
1122,"China, mainland",Tea,1994,1078.4,Asia
1123,"China, mainland",Tea,1995,1339.9,Asia
1124,"China, mainland",Tea,1996,1375.5,Asia
1125,"China, mainland",Tea,1997,1254.0,Asia
1126,"China, mainland",Tea,1998,1255.6,Asia
1128,"China, mainland",Tea,1999,1218.1,Asia
1130,"China, mainland",Tea,2000,1221.7,Asia
1132,"China, mainland",Tea,2001,1097.8,Asia
1134,"China, mainland",Tea,2002,1273.0,Asia
1135,"China, mainland",Tea,2008,3641.0,Asia
1137,"China, mainland",Tea,2009,3879.1,Asia
1138,"China, mainland","Coffee, green",2010,3231.8,Asia
1140,"China, mainland",Tea,2010,4076.6,Asia
1141,"China, mainland","Coffee, green",2011,3660.1,Asia
1143,"China, mainland",Tea,2011,4403.0,Asia
1144,"China, mainland","Coffee, green",2012,3881.3,Asia
1146,"China, mainland",Tea,2012,4380.3,Asia
1147,"China, mainland","Coffee, green",2013,2630.8,Asia
1149,"China, mainland",Tea,2013,4819.4,Asia
1153,"China, mainland",Tea,2017,4661.7,Asia
1154,"China, mainland",Tea,2018,4781.8,Asia
1228,Colombia,"Cocoa, beans",1991,870.1,Americas
1229,Colombia,"Coffee, green",1991,1205.6,Americas
1230,Colombia,"Cocoa, beans",1992,862.0,Americas
1231,Colombia,"Coffee, green",1992,982.3,Americas
1233,Colombia,"Cocoa, beans",1993,863.9,Americas
1234,Colombia,"Coffee, green",1993,902.9,Americas
1236,Colombia,"Cocoa, beans",1994,1211.6,Americas
1237,Colombia,"Coffee, green",1994,1527.3,Americas
1239,Colombia,"Cocoa, beans",1995,1404.7,Americas
1240,Colombia,"Coffee, green",1995,1791.0,Americas
1242,Colombia,"Cocoa, beans",1996,1306.4,Americas
1243,Colombia,"Coffee, green",1996,1658.3,Americas
1245,Colombia,"Cocoa, beans",1997,1423.0,Americas
1246,Colombia,"Coffee, green",1997,2362.3,Americas
1248,Colombia,"Cocoa, beans",1998,1547.5,Americas
1249,Colombia,"Coffee, green",1998,1827.2,Americas
1251,Colombia,"Cocoa, beans",1999,1287.5,Americas
1252,Colombia,"Coffee, green",1999,1550.5,Americas
1254,Colombia,"Cocoa, beans",2000,1075.5,Americas
1255,Colombia,"Coffee, green",2000,1348.0,Americas
1257,Colombia,"Cocoa, beans",2001,979.9,Americas
1258,Colombia,"Coffee, green",2001,1049.7,Americas
1260,Colombia,"Cocoa, beans",2002,1407.8,Americas
1261,Colombia,"Coffee, green",2002,951.6,Americas
1263,Colombia,"Cocoa, beans",2003,1583.1,Americas
1264,Colombia,"Coffee, green",2003,881.7,Americas
1266,Colombia,"Cocoa, beans",2004,1520.5,Americas
1267,Colombia,"Coffee, green",2004,1101.5,Americas
1269,Colombia,"Cocoa, beans",2005,1596.4,Americas
1270,Colombia,"Coffee, green",2005,1612.7,Americas
1272,Colombia,"Cocoa, beans",2006,1653.4,Americas
1273,Colombia,"Coffee, green",2006,1617.4,Americas
1275,Colombia,"Cocoa, beans",2007,2168.3,Americas
1276,Colombia,"Coffee, green",2007,1808.6,Americas
1278,Colombia,"Cocoa, beans",2008,2272.6,Americas
1279,Colombia,"Coffee, green",2008,2056.6,Americas
1281,Colombia,"Cocoa, beans",2009,2147.2,Americas
1282,Colombia,"Coffee, green",2009,2489.0,Americas
1284,Colombia,"Cocoa, beans",2010,2778.5,Americas
1285,Colombia,"Coffee, green",2010,3237.0,Americas
1287,Colombia,"Cocoa, beans",2011,2973.9,Americas
1288,Colombia,"Coffee, green",2011,4284.3,Americas
1290,Colombia,"Cocoa, beans",2012,2208.5,Americas
1291,Colombia,"Coffee, green",2012,3006.2,Americas
1293,Colombia,"Cocoa, beans",2013,2211.5,Americas
1294,Colombia,"Coffee, green",2013,2059.6,Americas
1296,Colombia,"Cocoa, beans",2014,2744.0,Americas
1297,Colombia,"Coffee, green",2014,2815.7,Americas
1298,Colombia,"Cocoa, beans",2015,2588.3,Americas
1299,Colombia,"Coffee, green",2015,2091.5,Americas
1333,Congo,"Cocoa, beans",1991,311.9,Africa
1334,Congo,"Coffee, green",1991,407.6,Africa
1335,Congo,"Cocoa, beans",1992,332.5,Africa
1336,Congo,"Coffee, green",1992,434.5,Africa
1337,Congo,"Cocoa, beans",1993,310.8,Africa
1338,Congo,"Coffee, green",1993,406.1,Africa
1339,Congo,"Cocoa, beans",1994,158.5,Africa
1340,Congo,"Coffee, green",1994,207.1,Africa
1341,Congo,"Cocoa, beans",1995,176.3,Africa
1342,Congo,"Coffee, green",1995,230.4,Africa
1343,Congo,"Cocoa, beans",1996,195.5,Africa
1344,Congo,"Coffee, green",1996,224.8,Africa
1346,Congo,"Cocoa, beans",1997,174.8,Africa
1347,Congo,"Coffee, green",1997,197.0,Africa
1349,Congo,"Cocoa, beans",1998,254.3,Africa
1350,Congo,"Coffee, green",1998,339.0,Africa
1352,Congo,"Cocoa, beans",1999,1278.7,Africa
1353,Congo,"Coffee, green",1999,1363.6,Africa
1355,Congo,"Cocoa, beans",2000,266.9,Africa
1356,Congo,"Coffee, green",2000,302.0,Africa
1358,Congo,"Cocoa, beans",2001,266.0,Africa
1359,Congo,"Coffee, green",2001,286.5,Africa
1360,Congo,"Cocoa, beans",2002,1243.8,Africa
1361,Congo,"Coffee, green",2002,1326.5,Africa
1363,Congo,"Cocoa, beans",2003,240.9,Africa
1364,Congo,"Coffee, green",2003,275.3,Africa
1407,Costa Rica,"Cocoa, beans",1991,808.6,Americas
1408,Costa Rica,"Coffee, green",1991,1194.7,Americas
1409,Costa Rica,"Cocoa, beans",1992,765.8,Americas
1410,Costa Rica,"Coffee, green",1992,1076.7,Americas
1411,Costa Rica,"Cocoa, beans",1993,1081.6,Americas
1412,Costa Rica,"Coffee, green",1993,1834.3,Americas
1413,Costa Rica,"Coffee, green",1994,1292.2,Americas
1414,Costa Rica,"Coffee, green",1995,2307.5,Americas
1415,Costa Rica,"Coffee, green",1996,1793.8,Americas
1416,Costa Rica,"Coffee, green",1997,2168.6,Americas
1417,Costa Rica,"Coffee, green",1998,2271.6,Americas
1418,Costa Rica,"Coffee, green",1999,1787.5,Americas
1419,Costa Rica,"Coffee, green",2000,1674.6,Americas
1420,Costa Rica,"Coffee, green",2001,1028.8,Americas
1421,Costa Rica,"Coffee, green",2002,974.6,Americas
1422,Costa Rica,"Coffee, green",2003,1135.0,Americas
1423,Costa Rica,"Coffee, green",2004,1314.3,Americas
1424,Costa Rica,"Coffee, green",2005,1836.9,Americas
1425,Costa Rica,"Coffee, green",2006,1935.6,Americas
1426,Costa Rica,"Coffee, green",2007,2133.1,Americas
1427,Costa Rica,"Coffee, green",2008,2321.6,Americas
1428,Costa Rica,"Coffee, green",2009,2315.0,Americas
1429,Costa Rica,"Coffee, green",2010,2838.1,Americas
1431,Costa Rica,"Coffee, green",2011,4109.9,Americas
1433,Costa Rica,"Coffee, green",2012,3892.3,Americas
1435,Costa Rica,"Coffee, green",2013,2786.9,Americas
1437,Costa Rica,"Coffee, green",2014,2822.6,Americas
1439,Costa Rica,"Coffee, green",2015,3469.0,Americas
1441,Costa Rica,"Coffee, green",2016,2872.6,Americas
1443,Costa Rica,"Coffee, green",2017,3162.7,Americas
1445,Costa Rica,"Coffee, green",2018,2971.1,Americas
1490,Côte d'Ivoire,"Cocoa, beans",1991,709.0,Africa
1491,Côte d'Ivoire,"Coffee, green",1991,1382.5,Africa
1492,Côte d'Ivoire,"Cocoa, beans",1992,755.6,Africa
1493,Côte d'Ivoire,"Coffee, green",1992,876.5,Africa
1494,Côte d'Ivoire,"Cocoa, beans",1993,706.3,Africa
1495,Côte d'Ivoire,"Coffee, green",1993,706.3,Africa
1496,Côte d'Ivoire,"Cocoa, beans",1994,567.4,Africa
1497,Côte d'Ivoire,"Coffee, green",1994,954.6,Africa
1498,Côte d'Ivoire,"Cocoa, beans",1995,641.1,Africa
1499,Côte d'Ivoire,"Coffee, green",1995,1402.4,Africa
1500,Côte d'Ivoire,"Cocoa, beans",1996,625.5,Africa
1501,Côte d'Ivoire,"Coffee, green",1996,1368.4,Africa
1502,Côte d'Ivoire,"Cocoa, beans",1997,736.7,Africa
1503,Côte d'Ivoire,"Coffee, green",1997,959.4,Africa
1504,Côte d'Ivoire,"Cocoa, beans",1998,771.2,Africa
1505,Côte d'Ivoire,"Coffee, green",1998,881.4,Africa
1506,Côte d'Ivoire,"Cocoa, beans",1999,568.5,Africa
1507,Côte d'Ivoire,"Coffee, green",1999,844.6,Africa
1508,Côte d'Ivoire,"Cocoa, beans",2000,439.6,Africa
1509,Côte d'Ivoire,"Coffee, green",2000,446.6,Africa
1510,Côte d'Ivoire,"Cocoa, beans",2001,645.3,Africa
1511,Côte d'Ivoire,"Coffee, green",2001,326.0,Africa
1512,Côte d'Ivoire,"Cocoa, beans",2002,949.8,Africa
1513,Côte d'Ivoire,"Coffee, green",2002,335.7,Africa
1514,Côte d'Ivoire,"Cocoa, beans",2003,1183.8,Africa
1515,Côte d'Ivoire,"Coffee, green",2003,402.6,Africa
1516,Côte d'Ivoire,"Cocoa, beans",2004,391.8,Africa
1517,Côte d'Ivoire,"Coffee, green",2004,672.0,Africa
1518,Côte d'Ivoire,"Cocoa, beans",2005,623.7,Africa
1519,Côte d'Ivoire,"Coffee, green",2005,474.0,Africa
1520,Côte d'Ivoire,"Cocoa, beans",2006,656.0,Africa
1521,Côte d'Ivoire,"Coffee, green",2006,793.7,Africa
1522,Côte d'Ivoire,"Cocoa, beans",2007,792.9,Africa
1523,Côte d'Ivoire,"Coffee, green",2007,934.8,Africa
1524,Côte d'Ivoire,"Cocoa, beans",2008,1042.9,Africa
1525,Côte d'Ivoire,"Coffee, green",2008,1391.2,Africa
1526,Côte d'Ivoire,"Cocoa, beans",2009,1313.0,Africa
1527,Côte d'Ivoire,"Coffee, green",2009,853.5,Africa
1528,Côte d'Ivoire,"Cocoa, beans",2010,1984.7,Africa
1529,Côte d'Ivoire,"Coffee, green",2010,803.6,Africa
1530,Côte d'Ivoire,"Cocoa, beans",2011,1701.8,Africa
1531,Côte d'Ivoire,"Coffee, green",2011,949.4,Africa
1860,Dominican Republic,"Cocoa, beans",1991,686.4,Americas
1861,Dominican Republic,"Coffee, green",1991,1396.5,Americas
1863,Dominican Republic,"Cocoa, beans",1992,682.0,Americas
1864,Dominican Republic,"Coffee, green",1992,1387.6,Americas
1866,Dominican Republic,"Cocoa, beans",1993,769.8,Americas
1867,Dominican Republic,"Coffee, green",1993,1190.8,Americas
1869,Dominican Republic,"Cocoa, beans",1994,830.9,Americas
1870,Dominican Republic,"Coffee, green",1994,2008.4,Americas
1872,Dominican Republic,"Cocoa, beans",1995,1012.5,Americas
1873,Dominican Republic,"Coffee, green",1995,2007.4,Americas
1875,Dominican Republic,"Cocoa, beans",1996,912.0,Americas
1876,Dominican Republic,"Coffee, green",1996,1610.1,Americas
1878,Dominican Republic,"Cocoa, beans",1997,1124.3,Americas
1879,Dominican Republic,"Coffee, green",1997,2373.0,Americas
1881,Dominican Republic,"Cocoa, beans",1998,1217.5,Americas
1882,Dominican Republic,"Coffee, green",1998,1896.0,Americas
1884,Dominican Republic,"Cocoa, beans",1999,839.4,Americas
1885,Dominican Republic,"Coffee, green",1999,1582.5,Americas
1887,Dominican Republic,"Cocoa, beans",2000,527.2,Americas
1888,Dominican Republic,"Coffee, green",2000,1416.1,Americas
1890,Dominican Republic,"Cocoa, beans",2001,543.2,Americas
1891,Dominican Republic,"Coffee, green",2001,813.2,Americas
1893,Dominican Republic,"Cocoa, beans",2002,1130.4,Americas
1894,Dominican Republic,"Coffee, green",2002,990.9,Americas
1896,Dominican Republic,"Cocoa, beans",2003,1006.0,Americas
1897,Dominican Republic,"Coffee, green",2003,941.5,Americas
1899,Dominican Republic,"Cocoa, beans",2004,833.0,Americas
