index,Area,Item,Year,Price,continent
6060,Sri Lanka,Tea,1993,1043.2,Asia
6061,Sri Lanka,"Coffee, green",1994,982.3,Asia
6062,Sri Lanka,Tea,1994,1051.2,Asia
6063,Sri Lanka,"Coffee, green",1995,1805.6,Asia
6064,Sri Lanka,Tea,1995,1074.5,Asia
6065,Sri Lanka,"Coffee, green",1996,1501.0,Asia
6066,Sri Lanka,Tea,1996,1137.4,Asia
6067,Sri Lanka,"Coffee, green",1997,990.9,Asia
6068,Sri Lanka,Tea,1997,1254.2,Asia
6069,Sri Lanka,"Coffee, green",1998,1041.0,Asia
6070,Sri Lanka,Tea,1998,1492.2,Asia
6071,Sri Lanka,"Coffee, green",1999,1044.9,Asia
6072,Sri Lanka,Tea,1999,254.0,Asia
6073,Sri Lanka,"Coffee, green",2000,965.5,Asia
6074,Sri Lanka,Tea,2000,273.9,Asia
6075,Sri Lanka,"Coffee, green",2001,648.8,Asia
6076,Sri Lanka,Tea,2001,235.5,Asia
6077,Sri Lanka,"Coffee, green",2002,572.6,Asia
6078,Sri Lanka,Tea,2002,228.2,Asia
6079,Sri Lanka,"Coffee, green",2003,503.6,Asia
6080,Sri Lanka,Tea,2003,218.4,Asia
6081,Sri Lanka,"Coffee, green",2004,544.4,Asia
6082,Sri Lanka,Tea,2004,261.2,Asia
6083,Sri Lanka,"Coffee, green",2005,633.7,Asia
6084,Sri Lanka,Tea,2005,270.5,Asia
6085,Sri Lanka,"Coffee, green",2006,879.4,Asia
6086,Sri Lanka,Tea,2006,280.9,Asia
6087,Sri Lanka,"Coffee, green",2007,2097.8,Asia
6088,Sri Lanka,Tea,2007,369.4,Asia
6089,Sri Lanka,"Coffee, green",2008,2291.9,Asia
6090,Sri Lanka,Tea,2008,419.5,Asia
6091,Sri Lanka,"Coffee, green",2009,1932.6,Asia
6092,Sri Lanka,Tea,2009,458.6,Asia
6093,Sri Lanka,"Coffee, green",2010,1934.1,Asia
6094,Sri Lanka,"Coffee, green",2011,2187.9,Asia
6095,Sri Lanka,"Coffee, green",2012,2066.9,Asia
6096,Sri Lanka,"Coffee, green",2013,1797.5,Asia
6097,Sri Lanka,"Coffee, green",2014,1805.3,Asia
6098,Sri Lanka,"Cocoa, beans",2015,1879.4,Asia
6099,Sri Lanka,"Coffee, green",2015,1815.1,Asia
6100,Sri Lanka,"Cocoa, beans",2016,2041.0,Asia
6101,Sri Lanka,"Coffee, green",2016,2437.9,Asia
6102,Sri Lanka,Tea,2016,441.2,Asia
6103,Sri Lanka,"Cocoa, beans",2017,2220.5,Asia
6104,Sri Lanka,"Coffee, green",2017,3000.3,Asia
6105,Sri Lanka,Tea,2017,598.4,Asia
6106,Sri Lanka,"Cocoa, beans",2018,2169.8,Asia
6107,Sri Lanka,"Coffee, green",2018,3154.2,Asia
6108,Sri Lanka,Tea,2018,554.0,Asia
6109,Sri Lanka,"Cocoa, beans",2019,2010.8,Asia
6110,Sri Lanka,"Coffee, green",2019,2547.4,Asia
6111,Sri Lanka,Tea,2019,468.0,Asia
6146,Suriname,"Cocoa, beans",1991,1918.8,Americas
6147,Suriname,"Coffee, green",1991,2173.9,Americas
6148,Suriname,"Cocoa, beans",1992,1923.1,Americas
6149,Suriname,"Coffee, green",1992,2307.7,Americas
6150,Suriname,"Cocoa, beans",1993,1096.5,Americas
6151,Suriname,"Coffee, green",1993,1535.1,Americas
6152,Suriname,"Cocoa, beans",1994,2000.0,Americas
6153,Suriname,"Coffee, green",1994,2083.3,Americas
6154,Suriname,"Cocoa, beans",1995,1355.0,Americas
6155,Suriname,"Coffee, green",1995,1580.8,Americas
6156,Suriname,"Cocoa, beans",1996,1995.0,Americas
6157,Suriname,"Coffee, green",1996,1995.0,Americas
6158,Suriname,"Cocoa, beans",1997,3984.1,Americas
6159,Suriname,"Coffee, green",1997,3984.1,Americas
6160,Suriname,"Cocoa, beans",1998,4233.1,Americas
6161,Suriname,"Coffee, green",1998,4233.1,Americas
6162,Suriname,"Cocoa, beans",1999,3596.7,Americas
6163,Suriname,"Coffee, green",1999,3596.7,Americas
6281,Thailand,"Coffee, green",1991,965.6,Asia
6282,Thailand,"Coffee, green",1992,743.7,Asia
6283,Thailand,"Coffee, green",1993,966.8,Asia
6284,Thailand,"Coffee, green",1994,1021.5,Asia
6285,Thailand,"Coffee, green",1995,2273.3,Asia
6286,Thailand,"Coffee, green",1996,1586.7,Asia
6287,Thailand,"Coffee, green",1997,989.3,Asia
6288,Thailand,"Coffee, green",1998,1537.0,Asia
6289,Thailand,"Coffee, green",1999,1281.5,Asia
6290,Thailand,"Coffee, green",2000,602.8,Asia
6292,Thailand,"Coffee, green",2001,703.1,Asia
6294,Thailand,"Coffee, green",2002,634.3,Asia
6296,Thailand,"Coffee, green",2003,767.0,Asia
6298,Thailand,"Coffee, green",2004,687.2,Asia
6300,Thailand,"Coffee, green",2005,714.8,Asia
6302,Thailand,"Coffee, green",2006,963.3,Asia
6304,Thailand,"Coffee, green",2007,1320.2,Asia
6306,Thailand,"Coffee, green",2008,1795.4,Asia
6308,Thailand,"Coffee, green",2009,1993.5,Asia
6310,Thailand,"Coffee, green",2010,1814.7,Asia
6312,Thailand,"Coffee, green",2011,2326.5,Asia
6314,Thailand,"Coffee, green",2012,2222.8,Asia
6316,Thailand,"Coffee, green",2013,2316.0,Asia
6318,Thailand,"Coffee, green",2014,1999.4,Asia
6320,Thailand,"Coffee, green",2015,1994.3,Asia
6322,Thailand,"Coffee, green",2016,1767.3,Asia
6324,Thailand,"Coffee, green",2017,2430.8,Asia
6326,Thailand,"Coffee, green",2018,2158.5,Asia
6328,Thailand,"Coffee, green",2019,2173.1,Asia
6332,Timor-Leste,"Coffee, green",2008,1250.0,Asia
6333,Timor-Leste,"Coffee, green",2009,1500.0,Asia
6382,Togo,"Cocoa, beans",1991,886.2,Africa
6383,Togo,"Coffee, green",1991,620.3,Africa
6384,Togo,"Cocoa, beans",1992,944.5,Africa
6385,Togo,"Coffee, green",1992,698.9,Africa
6386,Togo,"Cocoa, beans",1993,794.6,Africa
6387,Togo,"Coffee, green",1993,494.4,Africa
6388,Togo,"Cocoa, beans",1994,540.3,Africa
6389,Togo,"Coffee, green",1994,630.4,Africa
6390,Togo,"Cocoa, beans",1995,1101.9,Africa
6391,Togo,"Coffee, green",1995,1302.2,Africa
6392,Togo,"Cocoa, beans",1996,879.7,Africa
6393,Togo,"Coffee, green",1996,1466.1,Africa
6394,Togo,"Cocoa, beans",1999,930.6,Africa
6395,Togo,"Coffee, green",1999,1167.8,Africa
6396,Togo,"Cocoa, beans",2000,540.7,Africa
6397,Togo,"Coffee, green",2000,491.6,Africa
6398,Togo,"Cocoa, beans",2001,1110.4,Africa
6399,Togo,"Coffee, green",2001,350.6,Africa
6400,Togo,"Cocoa, beans",2002,1226.7,Africa
6401,Togo,"Coffee, green",2002,441.9,Africa
6402,Togo,"Cocoa, beans",2003,1042.7,Africa
6403,Togo,"Coffee, green",2003,443.9,Africa
6404,Togo,"Cocoa, beans",2004,1126.3,Africa
6405,Togo,"Coffee, green",2004,533.8,Africa
6406,Togo,"Cocoa, beans",2005,1211.4,Africa
6407,Togo,"Coffee, green",2005,946.0,Africa
6408,Togo,"Cocoa, beans",2006,1212.5,Africa
6409,Togo,"Coffee, green",2006,946.7,Africa
6410,Togo,"Cocoa, beans",2007,1571.1,Africa
6411,Togo,"Coffee, green",2007,1506.5,Africa
6412,Togo,"Cocoa, beans",2008,2101.4,Africa
6413,Togo,"Coffee, green",2008,1248.3,Africa
6414,Togo,"Cocoa, beans",2009,2763.7,Africa
6415,Togo,"Coffee, green",2009,887.4,Africa
6416,Togo,"Cocoa, beans",2010,2634.9,Africa
6417,Togo,"Coffee, green",2010,846.0,Africa
6418,Togo,"Cocoa, beans",2011,2765.6,Africa
6419,Togo,"Coffee, green",2011,888.0,Africa
6420,Togo,"Cocoa, beans",2012,2556.2,Africa
6421,Togo,"Coffee, green",2012,820.7,Africa
6422,Togo,"Cocoa, beans",2013,2641.5,Africa
6423,Togo,"Coffee, green",2013,848.1,Africa
6424,Togo,"Cocoa, beans",2017,1679.1,Africa
6425,Togo,"Coffee, green",2017,1395.0,Africa
6426,Togo,"Cocoa, beans",2018,1980.4,Africa
6427,Togo,"Coffee, green",2018,1170.2,Africa
6428,Togo,"Cocoa, beans",2019,2048.1,Africa
6429,Togo,"Coffee, green",2019,836.3,Africa
6464,Trinidad and Tobago,"Coffee, green",1991,1393.6,Americas
6466,Trinidad and Tobago,"Coffee, green",1992,1543.1,Americas
6468,Trinidad and Tobago,"Coffee, green",1993,1651.1,Americas
6470,Trinidad and Tobago,"Coffee, green",1994,1435.1,Americas
6472,Trinidad and Tobago,"Coffee, green",1995,1472.3,Americas
6474,Trinidad and Tobago,"Coffee, green",1996,1432.3,Americas
6476,Trinidad and Tobago,"Coffee, green",1997,1362.7,Americas
6478,Trinidad and Tobago,"Coffee, green",1998,1334.8,Americas
6480,Trinidad and Tobago,"Coffee, green",1999,1750.0,Americas
6575,Turkey,Tea,1991,257.9,Asia
6576,Turkey,Tea,1992,295.9,Asia
6577,Turkey,Tea,1993,295.5,Asia
6579,Turkey,Tea,1994,181.3,Asia
6581,Turkey,Tea,1995,225.1,Asia
6583,Turkey,Tea,1996,255.9,Asia
6585,Turkey,Tea,1997,288.0,Asia
6587,Turkey,Tea,1998,345.2,Asia
6589,Turkey,Tea,1999,310.4,Asia
6591,Turkey,Tea,2000,259.9,Asia
6593,Turkey,Tea,2001,204.0,Asia
6595,Turkey,Tea,2002,212.3,Asia
6597,Turkey,Tea,2003,266.5,Asia
6599,Turkey,Tea,2004,368.3,Asia
6601,Turkey,Tea,2005,387.0,Asia
6603,Turkey,Tea,2006,399.0,Asia
6605,Turkey,Tea,2007,491.2,Asia
6607,Turkey,Tea,2008,566.3,Asia
6609,Turkey,Tea,2009,509.7,Asia
6611,Turkey,Tea,2010,588.9,Asia
6613,Turkey,Tea,2011,585.1,Asia
6615,Turkey,Tea,2012,612.5,Asia
6617,Turkey,Tea,2013,646.1,Asia
6619,Turkey,Tea,2014,602.0,Asia
6621,Turkey,Tea,2015,580.9,Asia
6623,Turkey,Tea,2016,586.1,Asia
6625,Turkey,Tea,2017,548.2,Asia
6627,Turkey,Tea,2018,480.5,Asia
6629,Turkey,Tea,2019,511.1,Asia
6708,United States of America,"Coffee, green",1991,3858.0,Americas
6710,United States of America,"Coffee, green",1992,3748.0,Americas
6712,United States of America,"Coffee, green",1993,4960.0,Americas
6714,United States of America,"Coffee, green",1994,6173.0,Americas
6716,United States of America,"Coffee, green",1995,6614.0,Americas
6718,United States of America,"Coffee, green",1996,7165.0,Americas
6720,United States of America,"Coffee, green",1997,6614.0,Americas
6722,United States of America,"Coffee, green",1998,5732.0,Americas
6724,United States of America,"Coffee, green",1999,4630.0,Americas
6726,United States of America,"Coffee, green",2000,5842.0,Americas
6728,United States of America,"Coffee, green",2001,5401.0,Americas
6730,United States of America,"Coffee, green",2002,6834.0,Americas
6732,United States of America,"Coffee, green",2003,6393.0,Americas
6734,United States of America,"Coffee, green",2004,7826.0,Americas
6736,United States of America,"Coffee, green",2005,10031.0,Americas
6738,United States of America,"Coffee, green",2006,9480.0,Americas
6740,United States of America,"Coffee, green",2007,11023.0,Americas
6742,United States of America,"Coffee, green",2008,7496.0,Americas
6744,United States of America,"Coffee, green",2009,7937.0,Americas
6746,United States of America,"Coffee, green",2010,7165.0,Americas
6748,United States of America,"Coffee, green",2011,9149.0,Americas
6750,United States of America,"Coffee, green",2012,13007.0,Americas
6752,United States of America,"Coffee, green",2013,13669.0,Americas
6754,United States of America,"Coffee, green",2014,27668.0,Americas
6756,United States of America,"Coffee, green",2015,33599.0,Americas
6758,United States of America,"Coffee, green",2016,36376.0,Americas
6760,United States of America,"Coffee, green",2017,37919.0,Americas
6762,United States of America,"Coffee, green",2018,42770.0,Americas
6764,United States of America,"Coffee, green",2019,44313.0,Americas
6788,Vanuatu,"Cocoa, beans",1999,743.8,Oceania
6789,Vanuatu,"Coffee, green",1999,774.7,Oceania
6790,Vanuatu,"Cocoa, beans",2000,726.5,Oceania
6791,Vanuatu,"Coffee, green",2000,1453.0,Oceania
6792,Vanuatu,"Cocoa, beans",2001,825.8,Oceania
6793,Vanuatu,"Coffee, green",2001,1376.3,Oceania
6794,Vanuatu,"Cocoa, beans",2002,1357.8,Oceania
6795,Vanuatu,"Coffee, green",2002,1436.8,Oceania
6796,Vanuatu,"Cocoa, beans",2003,1595.9,Oceania
6797,Vanuatu,"Coffee, green",2003,1636.8,Oceania
6798,Vanuatu,"Cocoa, beans",2004,1413.4,Oceania
6799,Vanuatu,"Coffee, green",2004,1789.1,Oceania
6800,Vanuatu,"Cocoa, beans",2005,1327.3,Oceania
6801,Vanuatu,"Coffee, green",2005,2013.8,Oceania
6802,Vanuatu,"Cocoa, beans",2006,1373.8,Oceania
6803,Vanuatu,"Coffee, green",2006,1988.4,Oceania
6804,Vanuatu,"Cocoa, beans",2007,1757.2,Oceania
6805,Vanuatu,"Coffee, green",2007,2147.7,Oceania
6806,Vanuatu,"Cocoa, beans",2008,2190.8,Oceania
6807,Vanuatu,"Coffee, green",2008,2171.0,Oceania
6808,Vanuatu,"Cocoa, beans",2009,2173.5,Oceania
6809,Vanuatu,"Coffee, green",2009,2061.1,Oceania
6882,Venezuela (Bolivarian Republic of),"Cocoa, beans",1991,917.2,Americas
6883,Venezuela (Bolivarian Republic of),"Coffee, green",1991,1275.7,Americas
6885,Venezuela (Bolivarian Republic of),"Cocoa, beans",1992,906.8,Americas
6886,Venezuela (Bolivarian Republic of),"Coffee, green",1992,1178.3,Americas
6888,Venezuela (Bolivarian Republic of),"Cocoa, beans",1993,813.4,Americas
6889,Venezuela (Bolivarian Republic of),"Coffee, green",1993,912.8,Americas
6891,Venezuela (Bolivarian Republic of),"Cocoa, beans",1994,1048.5,Americas
6892,Venezuela (Bolivarian Republic of),"Coffee, green",1994,757.6,Americas
6894,Venezuela (Bolivarian Republic of),"Cocoa, beans",1995,1805.1,Americas
6895,Venezuela (Bolivarian Republic of),"Coffee, green",1995,3092.9,Americas
6897,Venezuela (Bolivarian Republic of),"Cocoa, beans",1996,1036.8,Americas
6898,Venezuela (Bolivarian Republic of),"Coffee, green",1996,1663.3,Americas
6900,Venezuela (Bolivarian Republic of),"Cocoa, beans",1997,1051.8,Americas
6901,Venezuela (Bolivarian Republic of),"Coffee, green",1997,2859.3,Americas
6903,Venezuela (Bolivarian Republic of),"Cocoa, beans",1998,1192.2,Americas
6904,Venezuela (Bolivarian Republic of),"Coffee, green",1998,1967.6,Americas
6906,Venezuela (Bolivarian Republic of),"Cocoa, beans",1999,936.9,Americas
6907,Venezuela (Bolivarian Republic of),"Coffee, green",1999,1975.2,Americas
6909,Venezuela (Bolivarian Republic of),"Cocoa, beans",2000,780.5,Americas
6910,Venezuela (Bolivarian Republic of),"Coffee, green",2000,1860.8,Americas
6912,Venezuela (Bolivarian Republic of),"Cocoa, beans",2001,929.4,Americas
6913,Venezuela (Bolivarian Republic of),"Coffee, green",2001,1227.6,Americas
6915,Venezuela (Bolivarian Republic of),"Cocoa, beans",2002,751.4,Americas
6916,Venezuela (Bolivarian Republic of),"Coffee, green",2002,719.5,Americas
6918,Venezuela (Bolivarian Republic of),"Cocoa, beans",2003,1489.8,Americas
6919,Venezuela (Bolivarian Republic of),"Coffee, green",2003,695.5,Americas
6921,Venezuela (Bolivarian Republic of),"Cocoa, beans",2004,2016.9,Americas
6922,Venezuela (Bolivarian Republic of),"Coffee, green",2004,1361.0,Americas
6924,Venezuela (Bolivarian Republic of),"Cocoa, beans",2005,1467.2,Americas
6925,Venezuela (Bolivarian Republic of),"Coffee, green",2005,1583.7,Americas
6927,Venezuela (Bolivarian Republic of),"Cocoa, beans",2006,1815.7,Americas
6928,Venezuela (Bolivarian Republic of),"Coffee, green",2006,2313.0,Americas
6930,Venezuela (Bolivarian Republic of),"Cocoa, beans",2007,3682.8,Americas
6931,Venezuela (Bolivarian Republic of),"Coffee, green",2007,2646.9,Americas
6933,Venezuela (Bolivarian Republic of),"Cocoa, beans",2008,3311.2,Americas
6934,Venezuela (Bolivarian Republic of),"Coffee, green",2008,2957.7,Americas
6936,Venezuela (Bolivarian Republic of),"Cocoa, beans",2009,4187.2,Americas
6937,Venezuela (Bolivarian Republic of),"Coffee, green",2009,4219.8,Americas
6939,Venezuela (Bolivarian Republic of),"Cocoa, beans",2010,4372.4,Americas
6940,Venezuela (Bolivarian Republic of),"Coffee, green",2010,4418.9,Americas
6942,Venezuela (Bolivarian Republic of),"Cocoa, beans",2011,4548.5,Americas
6943,Venezuela (Bolivarian Republic of),"Coffee, green",2011,3464.4,Americas
6945,Venezuela (Bolivarian Republic of),"Cocoa, beans",2012,4853.9,Americas
6946,Venezuela (Bolivarian Republic of),"Coffee, green",2012,5357.5,Americas
6948,Venezuela (Bolivarian Republic of),"Cocoa, beans",2013,4895.8,Americas
6949,Venezuela (Bolivarian Republic of),"Coffee, green",2013,5287.7,Americas
6951,Venezuela (Bolivarian Republic of),"Cocoa, beans",2014,12519.9,Americas
6952,Venezuela (Bolivarian Republic of),"Coffee, green",2014,5614.2,Americas
6994,Viet Nam,"Coffee, green",2000,495.8,Asia
6995,Viet Nam,Tea,2000,1790.9,Asia
6996,Viet Nam,"Coffee, green",2001,220.8,Asia
6997,Viet Nam,Tea,2001,1280.0,Asia
6998,Viet Nam,"Coffee, green",2002,171.0,Asia
6999,Viet Nam,Tea,2002,1210.8,Asia
7000,Viet Nam,"Coffee, green",2003,119.5,Asia
7001,Viet Nam,Tea,2003,1207.2,Asia
7002,Viet Nam,"Coffee, green",2004,104.0,Asia
7003,Viet Nam,Tea,2004,1844.4,Asia
7004,Viet Nam,"Coffee, green",2005,368.7,Asia
7005,Viet Nam,Tea,2005,2095.9,Asia
7006,Viet Nam,"Coffee, green",2006,397.2,Asia
7007,Viet Nam,Tea,2006,1914.9,Asia
7008,Viet Nam,"Coffee, green",2007,1166.4,Asia
7009,Viet Nam,Tea,2007,152.9,Asia
7010,Viet Nam,"Coffee, green",2008,1103.3,Asia
7011,Viet Nam,Tea,2008,218.9,Asia
7012,Viet Nam,"Coffee, green",2009,1153.9,Asia
7013,Viet Nam,Tea,2009,247.4,Asia
7014,Viet Nam,"Coffee, green",2010,1254.1,Asia
7015,Viet Nam,Tea,2010,248.5,Asia
7016,Viet Nam,"Coffee, green",2011,1695.0,Asia
7017,Viet Nam,Tea,2011,275.9,Asia
7018,Viet Nam,"Coffee, green",2012,1666.7,Asia
7019,Viet Nam,Tea,2012,310.7,Asia
7020,Viet Nam,"Coffee, green",2013,1595.6,Asia
7021,Viet Nam,Tea,2013,318.3,Asia
7022,Viet Nam,"Coffee, green",2014,1574.4,Asia
7023,Viet Nam,Tea,2014,334.7,Asia
7024,Viet Nam,"Coffee, green",2015,1498.5,Asia
7025,Viet Nam,Tea,2015,343.4,Asia
7026,Viet Nam,"Coffee, green",2016,1748.0,Asia
7027,Viet Nam,Tea,2016,354.6,Asia
7028,Viet Nam,"Coffee, green",2017,1934.6,Asia
7029,Viet Nam,Tea,2017,365.0,Asia
7030,Viet Nam,"Coffee, green",2018,1773.8,Asia
7031,Viet Nam,Tea,2018,377.2,Asia
7032,Viet Nam,"Coffee, green",2019,1510.2,Asia
7033,Viet Nam,Tea,2019,413.5,Asia
7058,Yemen,"Coffee, green",1991,1909.8,Asia
7059,Yemen,"Coffee, green",1992,1966.2,Asia
7060,Yemen,"Coffee, green",1993,1704.8,Asia
7061,Yemen,"Coffee, green",1994,1500.6,Asia
7062,Yemen,"Coffee, green",1995,1519.9,Asia
7063,Yemen,"Coffee, green",1999,1650.5,Asia
7064,Yemen,"Coffee, green",2000,1645.1,Asia
7065,Yemen,"Coffee, green",2001,1577.0,Asia
7066,Yemen,"Coffee, green",2002,1590.5,Asia
7067,Yemen,"Coffee, green",2003,2958.0,Asia
7068,Yemen,"Coffee, green",2004,3609.6,Asia
7069,Yemen,"Coffee, green",2005,3865.9,Asia
7070,Yemen,"Coffee, green",2006,3871.0,Asia
7071,Yemen,"Coffee, green",2007,4065.7,Asia
7072,Yemen,"Coffee, green",2008,4062.4,Asia
7073,Yemen,"Coffee, green",2009,6068.8,Asia
7074,Yemen,"Coffee, green",2010,6744.4,Asia
7075,Yemen,"Coffee, green",2011,8107.5,Asia
7076,Yemen,"Coffee, green",2012,7184.1,Asia
7077,Yemen,"Coffee, green",2013,7957.9,Asia
7078,Yemen,"Coffee, green",2015,8520.5,Asia
7079,Yemen,"Coffee, green",2016,9116.2,Asia
7080,Yemen,"Coffee, green",2017,9571.9,Asia
7081,Yemen,"Coffee, green",2018,10050.5,Asia
